"Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"Minisytravon-Counterscreen-washed.261","NCGC00122119-01","activity-counterscreen","null",4.000,14.042,"O=C(NCc1c(OC)cccc1)Cn1nc2-c3c(C)c(C(=O)N4CCOCC4)oc3CCc2c1"
"Minisytravon-Counterscreen-washed.262","NCGC00128756-01","activity-counterscreen","null",4.000,1.162,"O=C(NC(C)c1ccccc1)c1sc(N2c3c(Oc4c(cccc4)C2)nccc3)cc1"
"Minisytravon-Counterscreen-washed.263","NCGC00125964-01","activity-counterscreen","null",4.000,7.833,"Clc1ccc(NC(=O)CN2C(=O)C(CNc3ccc(CC)cc3)=Cc3c2cc2OCOc2c3)cc1"
"Minisytravon-Counterscreen-washed.264","NCGC00131372-01","activity-counterscreen","null",4.000,3.795,"O(CC)c1c(OC)cc(CN2Cc3c(nc(N4CCN(c5ncccc5)CC4)nc3)CC2)cc1"
"Minisytravon-Counterscreen-washed.265","NCGC00118455-01","activity-counterscreen","null",4.000,11.380,"Clc1c(Cc2c(C)n(-c3sc(C(=O)N4CCC(C)CC4)c(C)n3)nc2C)cccc1"
"Minisytravon-Counterscreen-washed.266","NCGC00103897-02","activity-counterscreen","null",4.000,-22.885,"Brc1cc(NC(=O)CCS(=O)(=O)c2nc(C(F)(F)F)cc(-c3sccc3)n2)c(O)cc1"
"Minisytravon-Counterscreen-washed.267","NCGC00101016-01","activity-counterscreen","null",4.000,-8.032,"O=C(OC)c1ccc([C@@]2Nc3c(C)cc(C)cc3[C@@]3C=CC[C@]23)cc1"
"Minisytravon-Counterscreen-washed.268","NCGC00102307-01","activity-counterscreen","null",4.000,0.000,"S(CCN(CC)CC)c1nnc2c(n(C)c3c2cc(F)cc3)n1"
"Minisytravon-Counterscreen-washed.269","NCGC00123424-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1c(CC)cccc1)COCc1noc(-c2occc2)c1"
"Minisytravon-Counterscreen-washed.270","NCGC00103020-01","activity-counterscreen","null",4.000,0.000,"Clc1c(CSc2oc([C@@](N)CC(C)C)nn2)ccc(Cl)c1"
"Minisytravon-Counterscreen-washed.271","NCGC00108244-01","activity-counterscreen","null",4.000,0.000,"Brc1ccc(S(=O)(=O)n2c(/C=C/c3ccc(OCC)cc3)nc3c2cccc3)cc1"
"Minisytravon-Counterscreen-washed.272","NCGC00113751-01","activity-counterscreen","null",4.000,0.000,"O=C(OC)c1c(-n2c(C)ccc2C)c2c(s1)nccc2"
"Minisytravon-Counterscreen-washed.273","NCGC00142050-01","activity-counterscreen","null",4.000,0.000,"Clc1c(OCC)cc(S(=O)(=O)n2c(C(C)C)ncc2)cc1"
"Minisytravon-Counterscreen-washed.274","NCGC00110863-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(N1CCC(c2oc(-c3ccc(C)cc3)nn2)CC1)c1ccc(NC(=O)C)cc1"
"Minisytravon-Counterscreen-washed.275","NCGC00126252-01","activity-counterscreen","null",4.000,0.000,"Fc1c(-n2c(c(C(=O)NCCCOC)cn2)C2CCNCC2)ccc(F)c1"
"Minisytravon-Counterscreen-washed.276","NCGC00139765-02","activity-counterscreen","0.562341",1.400,0.000,"O=C(N(C(C(=O)NCc1occc1)c1ccc(C)cc1)c1ccc(C(C)C)cc1)/C=C\C(=O)Nc1ccc(OC)cc1"
"Minisytravon-Counterscreen-washed.277","NCGC00107681-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1cc2SC(=O)Nc2cc1)COc1c(C)cccc1"
"Minisytravon-Counterscreen-washed.278","NCGC00118330-01","activity-counterscreen","null",4.000,8.907,"O=C(Nc1c(OC)ccc(OC)c1)c1nnsc1"
"Minisytravon-Counterscreen-washed.279","NCGC00124906-01","activity-counterscreen","null",4.000,0.000,"Fc1ccc(-n2c(-n3cccc3)c(C(=O)N(CC)Cc3ccccc3)cn2)cc1"
"Minisytravon-Counterscreen-washed.280","NCGC00102522-01","activity-counterscreen","null",4.000,0.000,"Brc1ccc(CSc2c(C#N)ccc(-c3sccc3)n2)cc1"
"Minisytravon-Counterscreen-washed.281","NCGC00129498-01","activity-counterscreen","0.501187",-1.200,0.000,"S(=O)(=O)(Nc1c(C)cc2N(C)C(=O)C(=O)N(C)c2c1)c1cc(C#N)ccc1"
"Minisytravon-Counterscreen-washed.282","NCGC00114988-02","activity-counterscreen","null",4.000,0.000,"Clc1c(C(=O)N2CCN(c3cc(Cl)ccc3)CC2)nc(S(=O)(=O)C)nc1"
"Minisytravon-Counterscreen-washed.283","NCGC00104630-01","activity-counterscreen","null",4.000,6.594,"Clc1ccc(S(=O)(=O)c2c(SC(C)C)oc(-c3sccc3)n2)cc1"
"Minisytravon-Counterscreen-washed.284","NCGC00117667-01","activity-counterscreen","null",4.000,0.000,"O=C(NC(C)c1onc(-c2c(C)cccc2)n1)c1occc1"
"Minisytravon-Counterscreen-washed.285","NCGC00122516-01","activity-counterscreen","null",4.000,0.000,"S(Cc1ccc(F)cc1)c1nc(-c2ccc(CC)cc2)nc2Oc3c(C)ncc(CO)c3Cc12"
"Minisytravon-Counterscreen-washed.286","NCGC00135069-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(N1C(CC)CCCC1)c1cc2c(N(C(=O)C)CCC2)cc1"
"Minisytravon-Counterscreen-washed.287","NCGC00117313-01","activity-counterscreen","null",4.000,0.000,"Clc1ccc(OCC(=O)N(Cc2oc(C)cc2)Cc2occc2)cc1"
"Minisytravon-Counterscreen-washed.288","NCGC00111746-01","activity-counterscreen","null",4.000,0.000,"O=C1N(Cc2occc2)C(=O)c2sc3c(c2N1Cc1ccc(C)cc1)cccc3"
"Minisytravon-Counterscreen-washed.289","NCGC00118297-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)c1ccc(F)cc1)c1n2-c3c(C)cc(C)cc3C(C)=Cc2nn1"
"Minisytravon-Counterscreen-washed.290","NCGC00133002-01","activity-counterscreen","null",4.000,5.165,"Clc1ccc(C(=O)n2c(C)c(S(=O)(=O)N3CCOCC3)c(C)n2)cc1"
"Minisytravon-Counterscreen-washed.291","NCGC00135613-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)C"
"Minisytravon-Counterscreen-washed.292","NCGC00139254-01","activity-counterscreen","null",4.000,0.000,"O(C)c1ccc(-n2ncc3c(NC4CCCC4)ncnc23)cc1"
"Minisytravon-Counterscreen-washed.293","NCGC00127548-01","activity-counterscreen","null",4.000,5.949,"S(=O)(=O)(CCC(=O)N(C(C)C)Cc1ccccc1)c1cc2OC(=O)N(C)c2cc1"
"Minisytravon-Counterscreen-washed.294","NCGC00125491-01","activity-counterscreen","null",4.000,3.206,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCCCOC(C)C)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.295","NCGC00124019-01","activity-counterscreen","null",4.000,8.865,"Clc1cc(NC(=O)NC(CC)c2c(-n3cccc3)sc3c2CCN(C)C3)c(OC)cc1"
"Minisytravon-Counterscreen-washed.296","NCGC00126083-01","activity-counterscreen","null",4.000,15.950,"Clc1ccc(CCNC(=O)C2CN(c3nnc(C)c4c(C)n(-c5ccccc5)nc34)CCC2)cc1"
"Minisytravon-Counterscreen-washed.297","NCGC00128767-01","activity-counterscreen","null",4.000,-12.193,"S(CC(=O)Nc1cc(C)ccc1)C1=NC(c2occc2)=NC=2N1NC(=O)C=2"
"Minisytravon-Counterscreen-washed.298","NCGC00111750-01","activity-counterscreen","null",4.000,8.992,"FC(F)(F)c1cc(CN2C(=O)N(Cc3occc3)C(=O)c3sc4c(c23)cccc4)ccc1"
"Minisytravon-Counterscreen-washed.299","NCGC00138356-01","activity-counterscreen","null",4.000,9.524,"Clc1ccc(C(=O)c2c(N)c(C(=O)NCCc3ccccc3)c(Nc3c(OCC)cccc3)s2)cc1"
"Minisytravon-Counterscreen-washed.300","NCGC00120344-01","activity-counterscreen","null",4.000,6.269,"S(=O)(=O)(N(Cc1ccccc1)C)c1cc2N(C)C(=O)CC(=O)N(C)c2cc1"
"Minisytravon-Counterscreen-washed.301","NCGC00139624-01","activity-counterscreen","null",4.000,-11.410,"O(CC)c1c(OC)cc(C2N(CCC)C(=O)CN(C2=O)C2CCCCCC2)cc1"
"Minisytravon-Counterscreen-washed.302","NCGC00164985-01","activity-counterscreen","0.316228",1.400,18.409,"S(CC(=O)Nc1ccc(OC)cc1)c1c2c(n(CCNC(=O)c3c(F)cccc3F)c1)cccc2"
"Minisytravon-Counterscreen-washed.303","NCGC00124045-01","activity-counterscreen","null",4.000,-10.223,"O=C(NC(CCC(C)C)c1c(-n2cccc2)sc2c1CCN(C)C2)NCCCOCC"
"Minisytravon-Counterscreen-washed.304","NCGC00135720-01","activity-counterscreen","null",4.000,11.844,"S(CC(=O)NCc1occc1)C=1N(c2ccc(OCC)cc2)C(=O)c2[nH]c3c(c2N=1)cccc3"
"Minisytravon-Counterscreen-washed.305","NCGC00101372-01","activity-counterscreen","null",4.000,13.134,"S(CC(=O)Nc1c(C)cc(C)cc1)c1nc(C(F)(F)F)cc(-c2occc2)n1"
"Minisytravon-Counterscreen-washed.306","NCGC00110925-01","activity-counterscreen","null",4.000,0.794,"S(=O)(=O)(N1CCC(c2oc(-c3c(C)cccc3)nn2)CC1)c1c(OC)cc(OC)cc1"
"Minisytravon-Counterscreen-washed.307","NCGC00107004-01","activity-counterscreen","null",4.000,11.812,"Fc1ccc(NC(=O)c2c(N)c3c(c(C(=O)Nc4c(C)cc(C)cc4)c(C)nc3s2)-c2oc(C)cc2)cc1"
"Minisytravon-Counterscreen-washed.308","NCGC00108109-01","activity-counterscreen","null",4.000,-8.216,"Brc1c(C)cc(NC(=O)CCS(=O)(=O)c2cc3c(N(C(=O)CC)C(C)C3)cc2)cc1"
"Minisytravon-Counterscreen-washed.309","NCGC00107626-01","activity-counterscreen","null",4.000,10.251,"S(CC(=O)Nc1cc(OC)c(OC)cc1)c1c(-c2ccccc2)[nH]c(-c2cc(C)ccc2)n1"
"Minisytravon-Counterscreen-washed.310","NCGC00125634-02","activity-counterscreen","null",4.000,16.521,"O=C(NCCc1c(OC)cc(OC)cc1)CN1C(=O)c2nn(c(C)c2C(C)=N1)-c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.311","NCGC00100674-01","activity-counterscreen","null",4.000,-17.375,"S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(NC(=O)COc2cc(CC)ccc2)cc1"
"Minisytravon-Counterscreen-washed.312","NCGC00103925-01","activity-counterscreen","null",4.000,0.867,"S(=O)(=O)(CCC(=O)Nc1ccc(OC)cc1)c1nc(C(F)(F)F)cc(-c2sccc2)n1"
"Minisytravon-Counterscreen-washed.313","NCGC00137572-01","activity-counterscreen","0.281838",1.400,11.541,"O=C(N(Cc1ccccc1)C)C1CCN(Cc2n(Cc3ccccc3)c3c(c2)cccc3)CC1"
"Minisytravon-Counterscreen-washed.314","NCGC00104784-01","activity-counterscreen","null",4.000,24.545,"S(CC(=O)N(CCC)CCC)C=1N(c2ccccc2)C(=O)c2c(sc3c2CCN(C(=O)C)C3)N=1"
"Minisytravon-Counterscreen-washed.315","NCGC00125993-01","activity-counterscreen","null",4.000,10.929,"O=C(NC1CCCCC1)C1CCN(c2nnc(C)c3c(C)n(-c4ccc(OC)cc4)nc23)CC1"
"Minisytravon-Counterscreen-washed.316","NCGC00116476-01","activity-counterscreen","null",4.000,12.921,"O(C)c1c(OC)cc(/C=C/c2oc(N3CCCCCC3)c(C#N)n2)cc1OC"
"Minisytravon-Counterscreen-washed.317","NCGC00107637-01","activity-counterscreen","null",4.000,3.485,"Brc1cc2C(CC)=Nc3c(Sc2cc1)ccc(C(=O)NC1CCCC1)c3"
"Minisytravon-Counterscreen-washed.318","NCGC00135242-01","activity-counterscreen","null",4.000,8.375,"Clc1c(C)ccc(NC(=O)CN2C(=O)C=CC(c3ccncc3)=N2)c1"
"Minisytravon-Counterscreen-washed.319","NCGC00138456-01","activity-counterscreen","null",4.000,17.049,"S(CC(=O)Nc1c(OC)ccc(OC)c1)C1=Nc2c(cccc2)C=2N1C(=O)C(CC(=O)NCc1occc1)N=2"
"Minisytravon-Counterscreen-washed.320","NCGC00135873-01","activity-counterscreen","null",4.000,3.234,"S(CC(=O)NCc1occc1)c1n(Cc2ccc(F)cc2)ccn1"
"Minisytravon-Counterscreen-washed.321","NCGC00119996-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1ccc(OC)cc1)Cc1c(n(-c2ccccc2)nc1)-n1cccc1"
"Minisytravon-Counterscreen-washed.322","NCGC00137127-01","activity-counterscreen","null",4.000,0.000,"Clc1c2nc(N3CCN(C(=O)c4occc4)CC3)sc2ccc1"
"Minisytravon-Counterscreen-washed.323","NCGC00133240-01","activity-counterscreen","null",4.000,0.000,"Clc1c(C)cc(NS(=O)(=O)c2n[nH]c(C(=O)OCC)c2)c(OC)c1"
"Minisytravon-Counterscreen-washed.324","NCGC00100842-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(c1c(N2CCCCC2)oc(-c2ccc(OC)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.325","NCGC00139061-01","activity-counterscreen","null",4.000,0.000,"Fc1ccc(-n2ncc3c(NC4CCCCCC4)ncnc23)cc1"
"Minisytravon-Counterscreen-washed.326","NCGC00116084-01","activity-counterscreen","null",4.000,0.000,"O=C(NCc1occc1)CCCc1onc(-c2cc(C)ccc2)n1"
"Minisytravon-Counterscreen-washed.327","NCGC00112238-01","activity-counterscreen","null",4.000,15.229,"O=C(NC1CCCCCC1)Cn1c(C)c(C(=O)OCC)c(C)c1-c1ccccc1"
"Minisytravon-Counterscreen-washed.328","NCGC00116199-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(n1c(NCc2ccccc2)nc(-c2occc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.329","NCGC00132444-01","activity-counterscreen","0.562341",-1.400,0.000,"Clc1ccc(-c2nc3SC=C(CC(=O)NCc4c(OC)cccc4)n3c2)cc1"
"Minisytravon-Counterscreen-washed.330","NCGC00137337-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1cc(F)ccc1)C1=NC(=O)N(Cc2occc2)C2=C1CCC2"
"Minisytravon-Counterscreen-washed.331","NCGC00107100-01","activity-counterscreen","null",4.000,2.525,"S(CC(=O)N1C(CC)CCCC1)c1oc(-c2cc(OC)c(OC)cc2)nn1"
"Minisytravon-Counterscreen-washed.332","NCGC00136096-01","activity-counterscreen","null",4.000,-4.735,"O(CCCNc1ncnc2n(C)nnc12)C"
"Minisytravon-Counterscreen-washed.333","NCGC00165012-01","activity-counterscreen","null",4.000,0.000,"Clc1ccc(-c2c(C)nn3C(c4occc4)=CC=Nc23)cc1"
"Minisytravon-Counterscreen-washed.334","NCGC00134069-01","activity-counterscreen","null",4.000,0.000,"Clc1c(/C=C/C(=O)Nc2c(C(=O)NC)c3c(s2)CCC3)cccc1"
"Minisytravon-Counterscreen-washed.335","NCGC00132042-01","activity-counterscreen","1.995262",1.400,8.285,"Clc1c(NC(=O)CN2C(=O)CCn3nc(-c4n(C)ccc4)cc23)ccc(C)c1"
"Minisytravon-Counterscreen-washed.336","NCGC00137376-01","activity-counterscreen","null",4.000,-0.140,"S(=O)(=O)(N1C(c2cc(F)c(F)cc2)c2n(ccc2)CC1)c1ccc(C(=O)C)cc1"
"Minisytravon-Counterscreen-washed.337","NCGC00118748-01","activity-counterscreen","null",4.000,0.000,"S(CCOc1ccccc1)c1sc2c(n1)ccc(NC(=O)c1occc1)c2"
"Minisytravon-Counterscreen-washed.338","NCGC00106127-01","activity-counterscreen","null",4.000,0.000,"N(c1c(-c2occc2)nc2n1C=CC(C)=C2)c1cc2OCOc2cc1"
"Minisytravon-Counterscreen-washed.339","NCGC00106970-01","activity-counterscreen","null",4.000,0.000,"Clc1ccc(-c2[nH]c(SCC(=O)Nc3cc(OCC)ccc3)nc2)cc1"
"Minisytravon-Counterscreen-washed.340","NCGC00125724-01","activity-counterscreen","null",4.000,0.000,"Clc1c(CNC(=O)CN2C(=O)c3nn(c(C)c3C(C)=N2)-c2ccccc2)cccc1"
"Minisytravon-Counterscreen-washed.341","NCGC00102567-01","activity-counterscreen","null",4.000,0.000,"S(Cc1onc(-c2cc(OC)c(OC)cc2)n1)C1=NC(C)=CC(=O)N1"
"Minisytravon-Counterscreen-washed.342","NCGC00119746-02","activity-counterscreen","2.238721",-1.400,0.000,"Clc1ccc(C=2Nc3n(C(c4ccc(F)cc4)C=2)nc(NC(=O)c2ccc([N+](=O)[O-])cc2)n3)cc1"
"Minisytravon-Counterscreen-washed.343","NCGC00115676-01","activity-counterscreen","null",4.000,0.000,"O=C(NCCc1n(Cc2ccccc2)c2c(n1)cccc2)c1occc1"
"Minisytravon-Counterscreen-washed.344","NCGC00132014-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1ccc(OC)cc1)CN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"Minisytravon-Counterscreen-washed.345","NCGC00112066-01","activity-counterscreen","null",4.000,0.000,"Clc1c(CNC(=O)c2n(Cc3ccc(C)cc3)c3c(scc3)c2)cccc1"
"Minisytravon-Counterscreen-washed.346","NCGC00140007-01","activity-counterscreen","null",4.000,0.000,"O=C(NCc1cc(OC)c(OCC)cc1)CCCc1c2c(n(C)c1)cccc2"
"Minisytravon-Counterscreen-washed.347","NCGC00114396-01","activity-counterscreen","null",4.000,0.000,"N1(c2nc3c(cn2)CNCC3)CCN(c2ncccn2)CC1"
"Minisytravon-Counterscreen-washed.348","NCGC00098567-01","activity-counterscreen","null",4.000,3.201,"FC(F)(F)C(=O)Nc1c(C(=O)Nc2ccc(OC)cc2)c2c(s1)CCCCC2"
"Minisytravon-Counterscreen-washed.349","NCGC00120108-01","activity-counterscreen","null",4.000,15.262,"Clc1ccc(CCNC(=O)c2c(Sc3ccccc3)c3c([nH]2)cc(OC)cc3)cc1"
"Minisytravon-Counterscreen-washed.350","NCGC00109561-01","activity-counterscreen","null",4.000,7.237,"Clc1c(-c2oc(C)c(CS(=O)CC(=O)NCCc3ccc(C)cc3)n2)cccc1"
"Minisytravon-Counterscreen-washed.351","NCGC00117483-01","activity-counterscreen","0.177828",1.400,4.528,"Clc1c(C(=O)NCc2ccccc2)nc(S(=O)(=O)Cc2cc(C)ccc2)nc1"
"Minisytravon-Counterscreen-washed.352","NCGC00107334-01","activity-counterscreen","null",4.000,8.735,"S(=O)(=O)(Nc1c(N2CCOCC2)cc2N(C)C(=O)N(C)c2c1)c1c(C)cc(C)cc1"
"Minisytravon-Counterscreen-washed.353","NCGC00134269-01","activity-counterscreen","null",4.000,15.435,"S(CC(=O)NCc1occc1)c1nc(-c2cc(F)ccc2)nc2N(C)C(=O)N(C)C(=O)c12"
"Minisytravon-Counterscreen-washed.354","NCGC00117575-01","activity-counterscreen","null",4.000,-13.333,"O=C(C)c1ccc(NC=2n3nc(-c4ccc(OC)cc4)nc3N=C(C)C=2)cc1"
"Minisytravon-Counterscreen-washed.355","NCGC00131435-01","activity-counterscreen","null",4.000,-2.025,"C(N1Cc2c(nc(N3CCN(c4ncccn4)CC3)nc2)CC1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.356","NCGC00132116-01","activity-counterscreen","null",4.000,2.281,"O=C(NCc1ccc(OC(C)C)cc1)CCCN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"Minisytravon-Counterscreen-washed.357","NCGC00120747-01","activity-counterscreen","null",4.000,19.367,"O=C(NCC(N1CCN(c2c(OC)cccc2)CC1)c1cnccc1)C(=O)NCCOC"
"Minisytravon-Counterscreen-washed.358","NCGC00105732-01","activity-counterscreen","null",4.000,14.080,"O=C(Nc1c(C(=O)N)c2c(s1)CCCC2)c1noc2c1CCCC2"
"Minisytravon-Counterscreen-washed.359","NCGC00118415-01","activity-counterscreen","null",4.000,23.159,"Fc1c(C(=O)Oc2ccc(C=3C=C(OCC)c4c(C)oc(C)c4C(=O)C=3)cc2)cccc1"
"Minisytravon-Counterscreen-washed.360","NCGC00128440-01","activity-counterscreen","null",4.000,8.991,"S(=O)(=O)(CCC(=O)N1CC(C)N(c2cc(C)ccc2)CC1)c1cc2c(N(C)C(=O)C2)cc1"
"Minisytravon-Counterscreen-washed.361","NCGC00104028-01","activity-counterscreen","31.622777",-2.400,-61.968,"O=C(O)CCCNc1c2C(=O)c3c(-c4onc(c(N5CCN(C6CCCCC6)CC5)c1)c24)cccc3"
"Minisytravon-Counterscreen-washed.362","NCGC00120252-01","activity-counterscreen","null",4.000,9.144,"O=C(NCCCN(CCCC)CC)c1c(-n2cccc2)c2c(C)cc(C)nc2s1"
"Minisytravon-Counterscreen-washed.363","NCGC00140737-01","activity-counterscreen","null",4.000,28.470,"O=C(Nc1ccc(OCC)cc1)c1c(NCc2sccc2)sc2c1CCCCC2"
"Minisytravon-Counterscreen-washed.364","NCGC00104143-01","activity-counterscreen","null",4.000,6.329,"Clc1c(C(=O)/N=C/2\N(Cc3occc3)C=3N=C4N(C(=O)C=3C=C\2C(=O)OCC)C=CC=C4)c(F)ccc1"
"Minisytravon-Counterscreen-washed.365","NCGC00113417-01","activity-counterscreen","null",4.000,6.008,"O=C(NC(Cc1occc1)C)C1CCN(C=2C(C)=C(S(=O)(=O)N=2)c2cc(C)c(C)cc2)CC1"
"Minisytravon-Counterscreen-washed.366","NCGC00126078-01","activity-counterscreen","null",4.000,-5.323,"O=C(Nc1ccc(C(=O)C)cc1)CN1C(=O)C(CNc2ccccc2)=Cc2c1cc(OC)cc2"
"Minisytravon-Counterscreen-washed.367","NCGC00137620-01","activity-counterscreen","null",4.000,0.815,"Fc1ccc(N2CCN(c3c(C(=O)O)cc(NC(=O)c4sccc4)cc3)CC2)cc1"
"Minisytravon-Counterscreen-washed.368","NCGC00115775-04","activity-counterscreen","null",4.000,21.828,"S(=O)(=O)(CC(C)C)c1c(S(=O)(=O)c2ccccc2)nc(-c2ccc(F)cc2)o1"
"Minisytravon-Counterscreen-washed.369","NCGC00141841-01","activity-counterscreen","null",4.000,7.192,"Clc1cc(S(=O)(=O)N2CCN(CC(=O)Nc3ccc(N(CC)CC)cc3)CC2)c(OC)cc1"
"Minisytravon-Counterscreen-washed.370","NCGC00119635-01","activity-counterscreen","null",4.000,-10.852,"O=C1N(C(=O)NC(O)=C1C1=Nc2c(SC(c3ccc(N(C)C)cc3)C1)cccc2)C1CCCCC1"
"Minisytravon-Counterscreen-washed.371","NCGC00107968-01","activity-counterscreen","null",4.000,6.083,"Clc1ccc(-n2ncc3C(=O)N(c4cc(OC)ccc4)C(c4occc4)=Nc23)cc1"
"Minisytravon-Counterscreen-washed.372","NCGC00164935-01","activity-counterscreen","null",4.000,11.925,"S(Cc1cc(F)ccc1)c1c2c(n(CCNC(=O)c3cc(C(F)(F)F)ccc3)c1)cccc2"
"Minisytravon-Counterscreen-washed.373","NCGC00134281-01","activity-counterscreen","null",4.000,16.409,"O(C)c1ccc(C=2C(=O)Oc3c(CN4CC(C)CCC4)c(O)ccc3C=2)cc1"
"Minisytravon-Counterscreen-washed.374","NCGC00101556-01","activity-counterscreen","null",4.000,-8.340,"FC(F)C=1n2nc(C(=O)Nc3ccc(C(C)C)cc3)nc2N=C(C)C=1"
"Minisytravon-Counterscreen-washed.375","NCGC00104518-01","activity-counterscreen","null",4.000,0.000,"N(c1c(-c2occc2)nc2n1C=CC=C2)c1cc2OCCOc2cc1"
"Minisytravon-Counterscreen-washed.376","NCGC00133672-01","activity-counterscreen","null",4.000,0.000,"S(CC=1Nc2c(C)c(C)ccc2C(=O)C=1)c1[nH]c(-c2cc(OC)ccc2)nn1"
"Minisytravon-Counterscreen-washed.377","NCGC00119648-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1nn2C(c3ccc(OC)cc3)C=C(c3ccccc3)Nc2n1)C"
"Minisytravon-Counterscreen-washed.378","NCGC00131571-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(NCc1n(Cc2cc(C)ccc2)ccc1)c1ccc(NC(=O)C)cc1"
"Minisytravon-Counterscreen-washed.379","NCGC00118901-01","activity-counterscreen","3.548134",1.400,3.241,"O=[N+]([O-])c1cc(C(=O)N2CCN(CCc3ccncc3)CC2)ccc1"
"Minisytravon-Counterscreen-washed.380","NCGC00164902-01","activity-counterscreen","null",4.000,0.000,"C(C)c1c(-c2ccccc2)c2n(C(c3occc3)=CC=N2)n1"
"Minisytravon-Counterscreen-washed.381","NCGC00135979-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(NCCc1c(C)nc(C)s1)c1c(OC)ccc(OC)c1"
"Minisytravon-Counterscreen-washed.382","NCGC00105610-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1c(C#N)c(CC)c(C)s1)c1noc(CC)c1"
"Minisytravon-Counterscreen-washed.383","NCGC00136870-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)N1CCCCC1)c1sc(NC(=O)Nc2ccccc2)nn1"
"Minisytravon-Counterscreen-washed.384","NCGC00110864-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1ccc(-c2nc3n(c2)C=CC=N3)cc1)c1c(OC)c(OC)ccc1"
"Minisytravon-Counterscreen-washed.385","NCGC00116165-01","activity-counterscreen","null",4.000,5.400,"O=C(n1c(NCc2sccc2)nc(-c2occc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.386","NCGC00137187-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)NCc1ccc(C)cc1)C1=NC(=O)N(Cc2occc2)C2=C1CCC2"
"Minisytravon-Counterscreen-washed.387","NCGC00101993-01","activity-counterscreen","null",4.000,0.000,"S(CCC(=O)Nc1c(C)cc(F)cc1)c1nc(C(F)(F)F)cc(-c2occc2)n1"
"Minisytravon-Counterscreen-washed.388","NCGC00142011-01","activity-counterscreen","null",4.000,0.000,"Clc1ccc(-c2oc(C)c(CS(=O)CC(=O)NCCc3ccccc3)n2)cc1"
"Minisytravon-Counterscreen-washed.389","NCGC00101316-01","activity-counterscreen","null",4.000,0.000,"Fc1c(C2N=C(O)c3c(sc4c3CCN(C(=O)OCC)C4)N2)cccc1"
"Minisytravon-Counterscreen-washed.390","NCGC00099370-01","activity-counterscreen","0.112202",-1.200,0.000,"Brc1cc(-c2n(-c3c(C#N)c4c(s3)CCCCC4)ncn2)ccc1"
"Minisytravon-Counterscreen-washed.391","NCGC00132273-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)NCc1occc1)c1n(Cc2ccc(OC)cc2)c(CO)cn1"
"Minisytravon-Counterscreen-washed.392","NCGC00131251-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(Nc1c(OC)cc2N(C)C(=O)N(C)c2c1)c1cc(C#N)ccc1"
"Minisytravon-Counterscreen-washed.393","NCGC00137313-01","activity-counterscreen","null",4.000,0.000,"Clc1c(CNC(=O)CSC2=NC(=O)N(Cc3occc3)C3=C2CCC3)cccc1"
"Minisytravon-Counterscreen-washed.394","NCGC00131278-01","activity-counterscreen","null",4.000,7.631,"C(CN1Cc2c(nc(N3CCN(CC)CC3)nc2)CC1)(C)C"
"Minisytravon-Counterscreen-washed.395","NCGC00135797-01","activity-counterscreen","null",4.000,0.000,"O=C(NCCc1c(C)nc(-c2ccc(C)cc2)s1)c1occc1"
"Minisytravon-Counterscreen-washed.396","NCGC00131245-01","activity-counterscreen","null",4.000,0.000,"O(CC)c1c(NC=2n3nc(-c4occc4)nc3N=C(C)C=2)cc(OCC)cc1"
