"Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"Minisytravon-Counterscreen-washed.126","NCGC00102478-01","activity-counterscreen","null",4.000,15.303,"ClC(F)(F)C=1n2nc(C(=O)Nc3cc(C(F)(F)F)ccc3)cc2N=C(c2occc2)C=1"
"Minisytravon-Counterscreen-washed.127","NCGC00138557-01","activity-counterscreen","null",4.000,8.878,"S(CC(=O)Nc1ccc(N(C)C)cc1)C1=Nc2c(cccc2)C=2N1C(=O)C(CC(=O)NCc1cc3OCOc3cc1)N=2"
"Minisytravon-Counterscreen-washed.128","NCGC00136184-01","activity-counterscreen","null",4.000,12.612,"O(C)c1c(C2N(CCCN(C)C)C(=O)C=3Oc4c(C(=O)C2=3)cc(C)cc4)cc(OC)cc1"
"Minisytravon-Counterscreen-washed.129","NCGC00121540-01","activity-counterscreen","null",4.000,5.804,"Fc1c(NC(=O)c2c(C)c3-c4nn(Cc5ccc(C)cc5)cc4CCc3o2)ccc(F)c1"
"Minisytravon-Counterscreen-washed.130","NCGC00125495-01","activity-counterscreen","null",4.000,7.381,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3c(C)cccc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.131","NCGC00131603-01","activity-counterscreen","1.778279",1.400,33.913,"S(=O)(=O)(NCc1n(Cc2c(C)ccc(C)c2)ccc1)c1cc(OC)c(OC)cc1"
"Minisytravon-Counterscreen-washed.132","NCGC00126274-01","activity-counterscreen","null",4.000,-12.592,"Clc1c(CS(=O)(=O)CC2C(=O)Nc3c(N2)ccc(C(=O)NCc2ccc(OC)cc2)c3)cccc1"
"Minisytravon-Counterscreen-washed.133","NCGC00111454-01","activity-counterscreen","null",4.000,0.045,"O=C(Nc1c(C)cccc1)/C(/C#N)=C/c1ccc(OCC=2N=C3SC(C)=NN3C(=O)C=2)cc1"
"Minisytravon-Counterscreen-washed.134","NCGC00104760-01","activity-counterscreen","null",4.000,11.103,"Clc1ccc(S(=O)(=O)c2c(SC(CC)C)oc(-c3occc3)n2)cc1"
"Minisytravon-Counterscreen-washed.135","NCGC00125369-01","activity-counterscreen","null",4.000,5.877,"S(Cc1c(C)oc(-c2ccc(C(=O)NCCc3ccc(OCC)cc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.136","NCGC00098921-01","activity-counterscreen","null",4.000,0.895,"Clc1cc(NC(=O)CCCN2c3c(C(=O)c4c2cccc4)cc(C)cc3)c(C)cc1"
"Minisytravon-Counterscreen-washed.137","NCGC00126288-01","activity-counterscreen","null",4.000,12.816,"O=[N+]([O-])c1c(C2C(C(=O)Nc3c(C)cc(C)cc3)=C(C)Nc3c(C(=O)Nc4ccccc4)cnn23)cccc1"
"Minisytravon-Counterscreen-washed.138","NCGC00124273-01","activity-counterscreen","null",4.000,0.726,"S(=O)(=O)(NCc1cc(OC)c(OCC)cc1)c1cc2c([nH]c3c2CCCC3)cc1"
"Minisytravon-Counterscreen-washed.139","NCGC00102412-01","activity-counterscreen","null",4.000,15.035,"O=C(Nc1c(C(=O)OC)c2c(s1)CCCCC2)C(Oc1ccc(CCC)cc1)C"
"Minisytravon-Counterscreen-washed.140","NCGC00103004-01","activity-counterscreen","null",4.000,3.670,"FC(F)(F)c1c2c(N)c(C(=O)Nc3c(OC)cccc3)sc2nc2c1CN(C(=O)C)CC2"
"Minisytravon-Counterscreen-washed.141","NCGC00117170-01","activity-counterscreen","null",4.000,7.800,"Clc1c(C(=O)NCc2ccc(OC)cc2)nc(S(=O)(=O)Cc2ccccc2)nc1"
"Minisytravon-Counterscreen-washed.142","NCGC00137674-01","activity-counterscreen","null",4.000,21.200,"Clc1ccc(C(=O)Nc2cc(C(=O)O)c(N3CC=C(c4c(C)cccc4)CC3)nc2)cc1"
"Minisytravon-Counterscreen-washed.143","NCGC00141465-01","activity-counterscreen","null",4.000,14.420,"S(=O)(=O)(Nc1c(N(C)C)cc2N(C)C(=O)N(C)c2c1)c1ccccc1"
"Minisytravon-Counterscreen-washed.144","NCGC00139448-01","activity-counterscreen","22.387211",-2.100,-210.044,"Clc1c(/C=C/c2n(S(=O)(=O)c3cc(Cl)ccc3)c3c(n2)cccc3)cccc1"
"Minisytravon-Counterscreen-washed.145","NCGC00140758-01","activity-counterscreen","8.912509",-1.100,-144.698,"Clc1c(N2C(SC(C(=O)N(CC)CC)CC)=Nc3[nH]nc(C)c3C2=N)cccc1"
"Minisytravon-Counterscreen-washed.146","NCGC00100305-01","activity-counterscreen","null",4.000,22.558,"Clc1c(C(=O)Oc2c(OCC)cc(C3N=C(O)c4c(sc5c4CCN(C)C5)N3)cc2)cccc1"
"Minisytravon-Counterscreen-washed.147","NCGC00136302-01","activity-counterscreen","null",4.000,2.430,"S(=O)(=O)(C(CNC(=O)C(=O)NCc1c(F)cccc1)c1occc1)c1sccc1"
"Minisytravon-Counterscreen-washed.148","NCGC00137622-01","activity-counterscreen","null",4.000,-2.045,"Brc1ccc(C(=O)Nc2cc(C(=O)O)c(N3CCOCC3)cc2)cc1"
"Minisytravon-Counterscreen-washed.149","NCGC00141459-01","activity-counterscreen","null",4.000,-2.223,"Clc1ccc(N2CCN(S(=O)(=O)c3cc4c(N(C)C(=O)C4)cc3)CC2)cc1"
"Minisytravon-Counterscreen-washed.150","NCGC00139958-01","activity-counterscreen","null",4.000,13.787,"S(CC(=O)NC1CCC(C)CC1)c1nn2C(C)=C(Cc3ccc(C)cc3)C(C)=Nc2n1"
"Minisytravon-Counterscreen-washed.151","NCGC00138879-01","activity-counterscreen","null",4.000,14.242,"S(CC(=O)Nc1c(OC)cccc1)C=1N(CCC(=O)NC2CCCCC2)C(=O)c2c(N=1)cccc2"
"Minisytravon-Counterscreen-washed.152","NCGC00120930-01","activity-counterscreen","null",4.000,9.013,"S(=O)(=O)(N(Cc1occc1)C)c1sc(NC(=O)c2ccc(OCC(C)C)cc2)nn1"
"Minisytravon-Counterscreen-washed.153","NCGC00118896-01","activity-counterscreen","null",4.000,9.550,"O=C(OC)c1c(O)c(-c2c(-c3cc4OCCOc4cc3)[nH]c3N(C)C(=O)NC(=O)c23)sc1C"
"Minisytravon-Counterscreen-washed.154","NCGC00099209-02","activity-counterscreen","null",4.000,19.549,"O=C(Nc1c(C(=O)OC)c2C(C(=O)OC)CCc2s1)CCCOc1cc(C)ccc1"
"Minisytravon-Counterscreen-washed.155","NCGC00136623-01","activity-counterscreen","null",4.000,5.871,"O=C(N(Cc1cnccc1)c1sc2c(C)ccc(OC)c2n1)C1CCCCC1"
"Minisytravon-Counterscreen-washed.156","NCGC00113821-01","activity-counterscreen","null",4.000,6.365,"S(CC(=O)NCc1cc(OC)c(OC)cc1)Cc1c(n(-c2ccccc2)nc1)-n1cccc1"
"Minisytravon-Counterscreen-washed.157","NCGC00104736-01","activity-counterscreen","0.199526",1.400,5.772,"Clc1ccc(S(=O)(=O)c2c(SCC(=O)Nc3ccc(OCC)cc3)oc(-c3occc3)n2)cc1"
"Minisytravon-Counterscreen-washed.158","NCGC00136881-01","activity-counterscreen","null",4.000,7.717,"S(=O)(=O)(NCCC1=C(C)n2nc(-c3ccccc3)nc2S1)c1cc(C)c(C)cc1"
"Minisytravon-Counterscreen-washed.159","NCGC00134029-01","activity-counterscreen","null",4.000,1.612,"S(=O)(=O)(Nc1ccc(-c2nc3SC=C(C)n3c2)cc1)c1c(F)ccc(F)c1"
"Minisytravon-Counterscreen-washed.160","NCGC00100835-01","activity-counterscreen","31.622777",-2.100,-98.933,"O=C(Nc1cc2OCCOc2cc1)c1cc(OC)cc(OC)c1"
"Minisytravon-Counterscreen-washed.161","NCGC00138847-01","activity-counterscreen","null",4.000,7.951,"S(C(C(=O)NCCCC)CC)C=1N(Cc2occc2)C(=O)c2c(N=1)cccc2"
"Minisytravon-Counterscreen-washed.162","NCGC00131230-01","activity-counterscreen","null",4.000,6.810,"Fc1ccc(CNc2nc(NCC)nc3n(C)ncc23)cc1"
"Minisytravon-Counterscreen-washed.163","NCGC00132034-01","activity-counterscreen","null",4.000,11.443,"Clc1ccc(-c2scc(CCNC(=O)c3occc3)n2)cc1"
"Minisytravon-Counterscreen-washed.164","NCGC00107193-01","activity-counterscreen","0.398107",-1.400,0.000,"Clc1cc(C(=O)NCCn2c(C)cc3c2cccc3)ccc1"
"Minisytravon-Counterscreen-washed.165","NCGC00102208-01","activity-counterscreen","null",4.000,0.000,"Brc1cc(C2=Nc3n(C(C(F)(F)F)=C2)ncn3)ccc1"
"Minisytravon-Counterscreen-washed.166","NCGC00115317-01","activity-counterscreen","null",4.000,6.951,"O=C(Nc1cc2nc(CN3CCCCC3)n(C)c2cc1)COc1cc(C)ccc1"
"Minisytravon-Counterscreen-washed.167","NCGC00136242-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(C(CNC(=O)c1c(F)cccc1)c1occc1)c1sccc1"
"Minisytravon-Counterscreen-washed.168","NCGC00132092-01","activity-counterscreen","null",4.000,0.000,"Brc1oc(C(=O)NCCc2nc(-c3cc(F)ccc3)sc2)cc1"
"Minisytravon-Counterscreen-washed.169","NCGC00104992-01","activity-counterscreen","null",4.000,-4.409,"O=C1N(c2ccc(C)cc2)C(=O)c2c(sc3c2CCCC3)N1"
"Minisytravon-Counterscreen-washed.170","NCGC00118154-01","activity-counterscreen","null",4.000,0.000,"c1(-c2occc2)nn2C3([C@]4[C@@](Nc2n1)CCCC4)CCCCC3"
"Minisytravon-Counterscreen-washed.171","NCGC00098122-01","activity-counterscreen","null",4.000,0.000,"Oc1ccc(-c2sc3c(n2)ccc(N)c3)cc1"
"Minisytravon-Counterscreen-washed.172","NCGC00135959-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1sc(C)nn1)c1n(Cc2ccc(OC)cc2)ccn1"
"Minisytravon-Counterscreen-washed.173","NCGC00126457-01","activity-counterscreen","null",4.000,0.000,"O=C(N(CCN(C)C)CC)CN1C(=O)c2[nH]c3c(c2C=N1)cc(C)cc3"
"Minisytravon-Counterscreen-washed.174","NCGC00102771-01","activity-counterscreen","null",4.000,5.075,"Fc1c(OCc2onc(-c3ccc(-n4cccc4)cc3)n2)cccc1"
"Minisytravon-Counterscreen-washed.175","NCGC00110666-01","activity-counterscreen","null",4.000,0.000,"Fc1ccc(C(=O)c2c(N)c3c(s2)nc2c(c3)CN(C)CC2)cc1"
"Minisytravon-Counterscreen-washed.176","NCGC00139566-01","activity-counterscreen","null",4.000,0.000,"Fc1ccc(CNC(=O)c2cc3ncn(-c4c(C)cc(C)cc4)c3cc2)cc1"
"Minisytravon-Counterscreen-washed.177","NCGC00139222-01","activity-counterscreen","null",4.000,0.000,"N(c1ncnc2n(-c3ccccc3)ncc12)C1CCCC1"
"Minisytravon-Counterscreen-washed.178","NCGC00113359-01","activity-counterscreen","null",4.000,0.000,"O=C(OC)c1n(Cc2c(C)oc(-c3c(C)cccc3)n2)c2c(oc3c2cccc3)c1"
"Minisytravon-Counterscreen-washed.179","NCGC00131258-01","activity-counterscreen","null",4.000,0.000,"C(CC)CN1Cc2c(nc(N3CCN(C)CC3)nc2)CC1"
"Minisytravon-Counterscreen-washed.180","NCGC00103340-01","activity-counterscreen","null",4.000,0.000,"O=C(Nc1cc(C)c(O)c(-c2oc3c(n2)cccc3)c1)c1occc1"
"Minisytravon-Counterscreen-washed.181","NCGC00120926-01","activity-counterscreen","0.316228",1.400,0.000,"S(=O)(=O)(N(Cc1occc1)C)c1sc(NC(=O)c2cc(C)ccc2)nn1"
"Minisytravon-Counterscreen-washed.182","NCGC00135954-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1c(OC)cccc1)c1nnc(-c2c(C)nc(C)s2)cc1"
"Minisytravon-Counterscreen-washed.183","NCGC00098935-01","activity-counterscreen","0.056234",1.400,0.000,"O=C(Nc1c(C)c(C)ccc1)CC1C(=O)Nc2c(N1)cc(C)c(C)c2"
"Minisytravon-Counterscreen-washed.184","NCGC00128083-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(NCc1occc1)c1c(CC)ccc(-c2onc(C)c2)c1"
"Minisytravon-Counterscreen-washed.185","NCGC00114860-01","activity-counterscreen","null",4.000,12.492,"O=C(c1c(N)c(-c2scc(-c3ccc(OCC)cc3)n2)c2n1C=CC=C2)c1cc2OCOc2cc1"
"Minisytravon-Counterscreen-washed.186","NCGC00134688-01","activity-counterscreen","0.281838",1.400,19.084,"Clc1cc(CNC(=O)CSCc2n(C3CCCCC3)c3ncccc3n2)ccc1"
"Minisytravon-Counterscreen-washed.187","NCGC00131445-01","activity-counterscreen","null",4.000,-0.019,"O(C)c1c(OC)cc(CN2Cc3c(nc(N4CCN(c5ncccn5)CC4)nc3)CC2)c(OC)c1"
"Minisytravon-Counterscreen-washed.188","NCGC00116377-01","activity-counterscreen","null",4.000,6.706,"O=C(OC=1c2c(C)oc(C)c2C(=O)C=C(c2cc(OC)c(OC)cc2)C=1)c1ccc(OC)cc1"
"Minisytravon-Counterscreen-washed.189","NCGC00127820-01","activity-counterscreen","null",4.000,-0.759,"S(=O)(=O)(N1CCCCC1)c1cc2c(nc(N3CCN(c4c(F)cccc4)CC3)cc2)cc1"
"Minisytravon-Counterscreen-washed.190","NCGC00113437-01","activity-counterscreen","null",4.000,8.699,"S(Cc1ccc(F)cc1)c1n(C)c2c(n1)ccc(C(=O)NCc1ccc(CC)cc1)c2"
"Minisytravon-Counterscreen-washed.191","NCGC00121705-01","activity-counterscreen","null",4.000,4.252,"O=C(NCCCN1CCN(CCC)CC1)c1cc2Sc3n(-c2cc1)cc(-c1ccc(C)cc1)n3"
"Minisytravon-Counterscreen-washed.192","NCGC00130532-01","activity-counterscreen","null",4.000,16.528,"O=C(Nc1cc(C(=O)OCC=2N=C3SC(C)=NN3C(=O)C=2)ccc1)CCc1ccccc1"
"Minisytravon-Counterscreen-washed.193","NCGC00141454-01","activity-counterscreen","null",4.000,6.258,"O=C(Nc1ccc(C)cc1)CN1C(=O)C(CNc2ccccc2)=Cc2c1cc1OCCOc1c2"
"Minisytravon-Counterscreen-washed.194","NCGC00137370-01","activity-counterscreen","null",4.000,21.390,"S(=O)(=O)(N1C(c2c(F)cccc2)c2n(ccc2)CC1)c1c(C)ccc([N+](=O)[O-])c1"
"Minisytravon-Counterscreen-washed.195","NCGC00126276-01","activity-counterscreen","0.251189",1.200,1.062,"FC(F)(F)c1cc(NC(=O)c2c(n(-c3cc(F)ccc3)nc2)C2CCNCC2)ccc1"
"Minisytravon-Counterscreen-washed.196","NCGC00112627-01","activity-counterscreen","null",4.000,16.090,"O=C(N(CCOC)Cc1occc1)c1sc-2c(C(=O)Nc3c-2cc(C)cc3)c1"
"Minisytravon-Counterscreen-washed.197","NCGC00121917-01","activity-counterscreen","null",4.000,8.131,"O=C(NCC)c1cc2Sc3n(-c2cc1)cc(-c1cc(OC)ccc1)n3"
"Minisytravon-Counterscreen-washed.198","NCGC00099353-01","activity-counterscreen","null",4.000,24.428,"O(C)c1c(N2C(/C=C/c3c(C)n(C)c4c3cccc4)=Nc3c(C2=O)cccc3)cccc1"
"Minisytravon-Counterscreen-washed.199","NCGC00118444-01","activity-counterscreen","null",4.000,16.369,"O=C(Nc1sc2c(n1)CCCC2)c1c(OCCC)cccc1"
"Minisytravon-Counterscreen-washed.200","NCGC00120208-01","activity-counterscreen","null",4.000,15.632,"Brc1c(CNC=2C(C)=C(S(=O)(=O)N=2)c2ccc(C(C)C)cc2)cccc1"
"Minisytravon-Counterscreen-washed.201","NCGC00118906-01","activity-counterscreen","null",4.000,-4.962,"O=C(OCC)c1c(O)c(-c2c(-c3c(C)ccc(C)c3)[nH]c3N(C)C(=O)NC(=O)c23)sc1C"
"Minisytravon-Counterscreen-washed.202","NCGC00099387-01","activity-counterscreen","null",4.000,18.409,"Clc1cc(-c2oc(C(=O)Nc3cc4nc(-c5cnccc5)oc4cc3)cc2)ccc1"
"Minisytravon-Counterscreen-washed.203","NCGC00115986-01","activity-counterscreen","null",4.000,-4.922,"O=C(NCc1occc1)c1c(NC(=O)C=2Oc3c(C)c(C)ccc3C(=O)C=2)sc2c1CCCC2"
"Minisytravon-Counterscreen-washed.204","NCGC00114666-01","activity-counterscreen","null",4.000,15.763,"S(Cc1c(F)cccc1)c1sc(N2C(=O)C(C#N)=CC=3C(=O)N4C(C(C)=CC=C4)=NC2=3)nn1"
"Minisytravon-Counterscreen-washed.205","NCGC00141832-01","activity-counterscreen","null",4.000,11.754,"Brc1oc(-c2nc(-c3c(OC)cccc3)on2)cc1"
"Minisytravon-Counterscreen-washed.206","NCGC00132151-01","activity-counterscreen","null",4.000,6.368,"O=C(NCc1cc(OCC)c(OCC)c(OCC)c1)c1cc2NC(=O)C3N(c2cc1)CCCC3"
"Minisytravon-Counterscreen-washed.207","NCGC00117804-01","activity-counterscreen","null",4.000,-1.833,"Brc1ccc(NC(=O)c2c(N(Cc3oc(C)cc3)Cc3occc3)cnc(S(=O)(=O)C)n2)cc1"
"Minisytravon-Counterscreen-washed.208","NCGC00118288-01","activity-counterscreen","null",4.000,9.250,"S(=O)(=O)(c1c(SCCC)[nH]c(-c2ccccc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.209","NCGC00116824-01","activity-counterscreen","null",4.000,9.974,"Clc1ccc(S(=O)(=O)c2c(NCCCN(CC)CC)sc(S(=O)(=O)c3ccccc3)n2)cc1"
"Minisytravon-Counterscreen-washed.210","NCGC00112834-01","activity-counterscreen","null",4.000,11.804,"Clc1cc(NC(=O)CSC=2N(Cc3occc3)C(=O)c3oc4c(c3N=2)cccc4)c(OC)cc1"
"Minisytravon-Counterscreen-washed.211","NCGC00135251-01","activity-counterscreen","null",4.000,-7.235,"S(=O)(=O)(N1CCC(C(=O)NCc2ccc(N(C)C)cc2)CC1)c1cc2c(NC(=O)C=C2)cc1"
"Minisytravon-Counterscreen-washed.212","NCGC00140893-01","activity-counterscreen","null",4.000,0.000,"Fc1ccc(NC(=O)/C=C/c2occc2)cc1"
"Minisytravon-Counterscreen-washed.213","NCGC00100708-01","activity-counterscreen","null",4.000,0.000,"O=C(O)CCc1n(c(-c2ccc(C)cc2)cc1)-c1ccc(NC(=O)C)cc1"
"Minisytravon-Counterscreen-washed.214","NCGC00120503-01","activity-counterscreen","null",4.000,0.000,"O=C(C)c1cc(NC(=O)C=2N(C)S(=O)(=O)N=C(c3occc3)C=2)ccc1"
"Minisytravon-Counterscreen-washed.215","NCGC00130260-01","activity-counterscreen","0.501187",-1.400,0.000,"S(C(C(=O)Nc1cc(C)ccc1)CC)c1oc2c(n1)nccc2"
"Minisytravon-Counterscreen-washed.216","NCGC00128186-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(N(Cc1occc1)C)c1c(OC)ccc(-c2c(C)c(C)no2)c1"
"Minisytravon-Counterscreen-washed.217","NCGC00129173-01","activity-counterscreen","null",4.000,0.000,"O=C(NCc1oc(C)cc1)C1=C(C)n2nc(C)c(-c3ccccc3)c2N=C1"
"Minisytravon-Counterscreen-washed.218","NCGC00115971-01","activity-counterscreen","null",4.000,11.787,"O=C(NCc1onc(-c2cc(C)ccc2)n1)c1occc1"
"Minisytravon-Counterscreen-washed.219","NCGC00098516-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)Nc1sc(C)nn1)c1nnc2c([nH]c3c2cccc3)n1"
"Minisytravon-Counterscreen-washed.220","NCGC00137355-01","activity-counterscreen","null",4.000,0.000,"S(CC(=O)N1CCCCC1)c1c(CC)cnc2N(C)C(=O)N(C)C(=O)c12"
"Minisytravon-Counterscreen-washed.221","NCGC00123971-01","activity-counterscreen","null",4.000,0.000,"Clc1cc2c(n(CC(=O)N3CCCCC3)c(-c3sccc3)c2)cc1"
"Minisytravon-Counterscreen-washed.222","NCGC00132211-01","activity-counterscreen","null",4.000,0.000,"Brc1ccc(NC(=O)Nc2sc3c(n2)CCCCCC3)cc1"
"Minisytravon-Counterscreen-washed.223","NCGC00136025-01","activity-counterscreen","null",4.000,-6.770,"S(CC(=O)Nc1cc(OC)c(OC)cc1)c1n(Cc2occc2)ccn1"
"Minisytravon-Counterscreen-washed.224","NCGC00107480-01","activity-counterscreen","null",4.000,0.000,"O(C)c1c(NC2=C(c3ccccc3)C(=O)c3c2cccc3)cc(OC)cc1"
"Minisytravon-Counterscreen-washed.225","NCGC00139193-01","activity-counterscreen","null",4.000,0.000,"Clc1cc(N2CCN(c3ncnc4n(C)ncc34)CC2)ccc1"
"Minisytravon-Counterscreen-washed.226","NCGC00116088-01","activity-counterscreen","null",4.000,-12.556,"O=C(NCc1occc1)CCCc1onc(-c2c(OC)cccc2)n1"
"Minisytravon-Counterscreen-washed.227","NCGC00132360-01","activity-counterscreen","0.354813",-1.400,0.000,"Fc1cc2C(=O)C(N3Cc4c(cccc4)CC3)=CSc2cc1"
"Minisytravon-Counterscreen-washed.228","NCGC00117612-01","activity-counterscreen","null",4.000,5.646,"O=C(N(CC)CC)C=1C(=O)N(CC)N=C(c2ccccc2)C=1c1ccccc1"
"Minisytravon-Counterscreen-washed.229","NCGC00100863-01","activity-counterscreen","null",4.000,0.000,"O(C)c1ccc(CNCCC(c2occc2)c2ccc(C)cc2)cc1"
"Minisytravon-Counterscreen-washed.230","NCGC00137763-01","activity-counterscreen","null",4.000,0.000,"O=C(NCc1cc2c(N(C(=O)CC)CC2)cc1)C(CC)c1ccccc1"
"Minisytravon-Counterscreen-washed.231","NCGC00101537-01","activity-counterscreen","null",4.000,0.000,"O=C1N(C)C(=O)c2c(-c3cc(C)ccc3)n-3c(C(C)=Nc4c-3cccc4)c2N1C"
"Minisytravon-Counterscreen-washed.232","NCGC00133286-01","activity-counterscreen","null",4.000,0.000,"S(C(CC)C)c1c(C(C)C)cnc2N(C)C(=O)N(C)C(=O)c12"
"Minisytravon-Counterscreen-washed.233","NCGC00135987-01","activity-counterscreen","null",4.000,0.000,"S(=O)(=O)(NCCc1c(C)nc(-c2cnccc2)s1)c1c(F)cc(OC)cc1"
"Minisytravon-Counterscreen-washed.234","NCGC00098844-01","activity-counterscreen","null",4.000,0.000,"O(C)c1c(/C=C(\C#N)/c2n(C)c3c(n2)cccc3)ccc(OC)c1"
"Minisytravon-Counterscreen-washed.235","NCGC00135141-01","activity-counterscreen","0.316228",1.400,4.284,"S(=O)(=O)(N(C)c1ccc(OCC)cc1)c1cc2c(N(C(=O)C)CCC2)cc1"
"Minisytravon-Counterscreen-washed.236","NCGC00132046-01","activity-counterscreen","null",4.000,0.000,"O=C(NCCCOCC)CN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"Minisytravon-Counterscreen-washed.237","NCGC00122065-01","activity-counterscreen","null",4.000,0.000,"Clc1c(CSC2=NN=Cn3c4c(occ4)cc23)cccc1"
"Minisytravon-Counterscreen-washed.238","NCGC00134617-01","activity-counterscreen","null",4.000,0.000,"Clc1c(S(=O)(=O)NCc2oc(C)cc2)cc2OCC(=O)Nc2c1"
"Minisytravon-Counterscreen-washed.239","NCGC00118727-01","activity-counterscreen","null",4.000,0.000,"O=C(NCC1(N(C)C)CCCCC1)C(Oc1c(C)c(C)ccc1)C"
"Minisytravon-Counterscreen-washed.240","NCGC00105632-01","activity-counterscreen","null",4.000,1.568,"O=C(Nc1c(C#N)c2c(s1)CCCC2)c1noc(-c2c(OC)cccc2)c1"
"Minisytravon-Counterscreen-washed.241","NCGC00126013-01","activity-counterscreen","null",4.000,18.546,"O=C(NCc1c(C)cccc1)C1CCN(c2nnc(C)c3c(C)n(-c4ccc(OC)cc4)nc23)CC1"
"Minisytravon-Counterscreen-washed.242","NCGC00133535-01","activity-counterscreen","null",4.000,1.777,"O(CC)c1ccc(C(N2CCN(C)CC2)C=2C(=O)N(Cc3occc3)C(C)=CC=2O)cc1"
"Minisytravon-Counterscreen-washed.243","NCGC00133965-01","activity-counterscreen","null",4.000,9.955,"Clc1ccc(Cc2c(SCC(=O)N3CCN(c4ccc(OC)cc4)CC3)nc3c(n2)cccc3)cc1"
"Minisytravon-Counterscreen-washed.244","NCGC00123422-01","activity-counterscreen","null",4.000,8.531,"FC(F)(F)Oc1ccc(NC(=O)COCc2noc(-c3occc3)c2)cc1"
"Minisytravon-Counterscreen-washed.245","NCGC00119155-01","activity-counterscreen","null",4.000,18.546,"O=[N+]([O-])c1c(OCC(=O)Nc2cc(-c3sc4c(n3)cccc4)ccc2)cccc1"
"Minisytravon-Counterscreen-washed.246","NCGC00133317-01","activity-counterscreen","null",4.000,-16.100,"O(CCN1C(=O)C(C(N2CCN(c3ccccc3)CC2)c2c(OC)cccc2)=C(O)C=C1C)C"
"Minisytravon-Counterscreen-washed.247","NCGC00101826-01","activity-counterscreen","null",4.000,15.978,"Clc1cc(NS(=O)(=O)c2cc3OC(=O)Nc3cc2)c(O)cc1"
"Minisytravon-Counterscreen-washed.248","NCGC00134207-01","activity-counterscreen","null",4.000,15.895,"Clc1c(-c2nc(SCC(=O)NCc3occc3)c3C(=O)N(C)C(=O)N(C)c3n2)cccc1"
"Minisytravon-Counterscreen-washed.249","NCGC00109675-01","activity-counterscreen","null",4.000,10.641,"Clc1cc(N2CCN(C(=O)C3CN(Cc4c(C)oc(-c5cc(C)ccc5)n4)CCC3)CC2)c(C)cc1"
"Minisytravon-Counterscreen-washed.250","NCGC00140614-01","activity-counterscreen","0.177828",1.400,19.732,"Clc1cc(NC(=O)c2c(NCc3cnccc3)sc3c2CCCC3)c(OC)cc1"
"Minisytravon-Counterscreen-washed.251","NCGC00113030-01","activity-counterscreen","null",4.000,1.316,"Clc1ccc(Cc2oc3c(n2)cc(N)cc3)cc1"
"Minisytravon-Counterscreen-washed.252","NCGC00125397-01","activity-counterscreen","null",4.000,17.839,"S(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3ccc(F)cc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.253","NCGC00114814-01","activity-counterscreen","null",4.000,17.857,"Clc1ccc(S(=O)(=O)NCC(N2c3c(cccc3)CC2)c2ccccc2)cc1"
"Minisytravon-Counterscreen-washed.254","NCGC00108961-01","activity-counterscreen","null",4.000,2.001,"Clc1cc2N(C)C(=O)C=C(SCC(=O)NCCCN(CC)c3cc(C)ccc3)c2cc1"
"Minisytravon-Counterscreen-washed.255","NCGC00107752-01","activity-counterscreen","0.251189",1.400,20.267,"S(CC(=O)Nc1c(F)cccc1)C1=Nc2c(cccc2)C=2N1C(=O)C(CCC(=O)NCc1occc1)N=2"
"Minisytravon-Counterscreen-washed.256","NCGC00107744-01","activity-counterscreen","null",4.000,8.187,"O=C(Nc1c(OCC)cccc1)C=1c2c3c(n(C)c2C(=O)N(C2CCCC2)C=1)cccc3"
"Minisytravon-Counterscreen-washed.257","NCGC00101896-01","activity-counterscreen","null",4.000,-8.384,"S(=O)(=O)(Nc1c2c(c3oc(C)c(C(=O)OCCCC)c3c1)cccc2)c1c(OC)ccc(OC)c1"
"Minisytravon-Counterscreen-washed.258","NCGC00132878-01","activity-counterscreen","null",4.000,14.255,"S(=O)(=O)(N(C)C)c1cc2N(CC(=O)NCc3ccc(N(C)C)cc3)CCSc2cc1"
"Minisytravon-Counterscreen-washed.259","NCGC00101350-01","activity-counterscreen","null",4.000,17.882,"O=C(OC=1c2c(C)oc(C)c2C(=O)C=C(c2ccc(OCC)cc2)C=1)c1ccccc1"
"Minisytravon-Counterscreen-washed.260","NCGC00124124-01","activity-counterscreen","31.622777",-2.400,-45.509,"S(Cc1ccc(F)cc1)c1n(Cc2ccc(C(=O)NCCN(C)C)cc2)c2ncccc2n1"
