"Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"NCGC00420592-01","Activity-cherrypicks","null",4.000,0.073,"O=C(O)COc1ccc(-c2nccc3OC(COc4cc(C#N)ccc4)CN(CCN4CCOCC4)C(=O)c23)cc1"
"NCGC00474458-01","Activity-cherrypicks","16.244624",-2.200,-34.156,"Clc1c(C2C(C(=O)OC)=C(CC)N=C3SC=C(CC(=O)NCc4occc4)N23)cccc1"
"NCGC00422007-01","Activity-cherrypicks","3.636718",-1.100,-90.942,"Fc1c(F)cccc1C1c2sc(N)nc2NC(=O)C1"
"NCGC00473327-01","Activity-cherrypicks","null",4.000,-0.045,"Clc1c(C(=O)N2CCC(c3c4c(c(C)ccc4)[nH]c3)CC2)c(Cl)cc(Cl)c1"
"NCGC00473340-01","Activity-cherrypicks","null",4.000,5.916,"Brc1ccc(CN2C(C)=C(C(=O)OCC=C)C(c3c(Cl)cccc3)CC2=O)cc1"
"NCGC00424022-01","Activity-cherrypicks","10.249665",-2.100,-83.040,"O=C(NC1c2[nH]c3c(c2CCC1)cccc3)c1occc1"
"NCGC00432185-01","Activity-cherrypicks","null",4.000,-3.796,"O=C(Nc1cc(OC)c(OC)c(OC)c1)CN1C(Nc2cc(C)cc(C)c2)=NC(C)=CC1=O"
"NCGC00445355-01","Activity-cherrypicks","null",4.000,4.413,"Fc1ccc(-c2nc(-c3n(CC(=O)NC4CCCC4)ccc3)on2)cc1"
"NCGC00473533-01","Activity-cherrypicks","null",4.000,-12.726,"O=C(C)N1Cc2c3c(n(C)c2CC1)cccc3"
"NCGC00473915-01","Activity-cherrypicks","14.478037",-2.200,-38.636,"O=C(NCc1occc1)CC=1N2C(=O)C(c3nn(c(C)c3)-c3c(C)ccc(C)c3)=C(C)N=C2SC=1"
"NCGC00399918-01","Activity-cherrypicks","null",4.000,-1.932,"O=C(NCCN[C@]1C[C@@](c2ccc(-c3ccccc3)cc2)N2[C@](C(=O)OC)Cc3c4c([nH]c3[C@]2C1)cccc4)C"
"NCGC00437141-01","Activity-cherrypicks","null",4.000,-14.827,"OC[C@@]1[C@](O)CN(Cc2oc(-c3n[nH]cc3)cc2)CC1"
"NCGC00429550-01","Activity-cherrypicks","null",4.000,3.591,"O=C(NCC=C)[C@]1[C@](CO)[C@@](O)c2c([C@]1c1cc(OC)c(OC)c(OC)c1)cc1OCOc1c2"
"NCGC00426514-01","Activity-cherrypicks","null",4.000,-0.525,"Brc1ccc(NC(=O)c2c(-c3ccncc3)nc(-c3ccc(F)cc3)nc2)cc1"
"NCGC00494285-01","Activity-cherrypicks","null",4.000,4.544,"O=[N+]([O-])c1cc(C(=O)N2[C@](C(=O)NC)C[C@@]3c4c2cccc4C(=O)N(CC=C)C3)ccc1"
"NCGC00412497-01","Activity-cherrypicks","11.500313",-1.200,-34.100,"Fc1cc(Nc2n3N=C(c4cc(OC)c(OC)cc4)C=Cc3nc2)cc(N2CCOCC2)c1"
"NCGC00473479-01","Activity-cherrypicks","null",4.000,-14.756,"O=C(NCCc1sccc1)CC=1N2C(c3cc(OC)ccc3)C(C(=O)OC)=C(C)N=C2SC=1"
"NCGC00450196-01","Activity-cherrypicks","null",4.000,5.464,"Brc1ccc(C2OCc3n(nc(C(=O)Nc4cc(OC)c(OC)c(OC)c4)c3)C2)cc1"
"NCGC00396166-01","Activity-cherrypicks","20.45077",-2.400,-24.488,"O=C(Nc1cc(OC)cc(OC)c1)N[C@@]1[C@]2OC[C@](Nc3nc(-c4ccc(N(C)C)cc4)ccn3)[C@]2OC1"
"NCGC00429558-01","Activity-cherrypicks","null",4.000,3.929,"O=C(NC1CC1)[C@]1[C@](CO)[C@@](O)c2c([C@]1c1cc(OC)c(OC)c(OC)c1)cc1OCOc1c2"
"NCGC00378175-01","Activity-cherrypicks","null",4.000,-12.130,"O=C(CCN)N1CCC2(OCCN(C(=O)c3ccc(OC)cc3)C2)CC1"
"NCGC00436653-01","Activity-cherrypicks","null",4.000,0.890,"O=C(O)C1(n2c(C)ncc2)CCN(Cc2oc(-c3n[nH]cc3)cc2)CC1"
"NCGC00391556-01","Activity-cherrypicks","6.467101",-1.200,-78.858,"O=C(NCc1occc1)[C@]1N[C@@](CC(C)C)c2c3c(n(Cc4noc(C)c4)cc3C1)ccc2"
"NCGC00451731-01","Activity-cherrypicks","null",4.000,-19.240,"O=C(NCc1oc(C)cc1)CC1CN(C2=CC(=O)N(CCOC)N=C2)CCC1"
"NCGC00473910-01","Activity-cherrypicks","11.500313",-2.200,-44.583,"O=C(NCc1occc1)CC=1N2C(=O)C(c3nn(c(C)c3)-c3ccc(C)cc3)=C(C)N=C2SC=1"
"NCGC00434040-01","Activity-cherrypicks","7.256207",-2.400,-25.525,"O=C(NCc1occc1)CCNc1c(-c2c(C)cccc2)nc2n1C=CN=C2"
"NCGC00397986-01","Activity-cherrypicks","null",4.000,-13.312,"Fc1ccc(C(=O)NC=2C(=O)N3C(=CC=2)[C@]2CN(C(=O)Nc4cc(OC)cc(OC)c4)C[C@@](C3)C2)cc1"
"NCGC00425477-01","Activity-cherrypicks","12.903564",-2.400,-24.970,"Brc1ccc(C(=O)Nc2cc3ncnc(N4CCCC4)c3cc2)cc1"
"NCGC00473448-01","Activity-cherrypicks","20.45077",-2.200,-59.801,"Clc1c(C(=O)N2CCC(c3c4c(n(C)c3)cccc4)CC2)c(Cl)cc(Cl)c1"
"NCGC00472757-01","Activity-cherrypicks","null",4.000,-11.487,"O=C(N[C@]1[C@@](C(=O)NCc2c(OC)ccc(OC)c2)CCC1)c1cnc(OC)cc1"
"NCGC00494783-01","Activity-cherrypicks","null",4.000,-1.049,"O=C(N1Cc2n(nc(-c3ccc(OC)cc3)c2)CCC1)c1noc(CN2CCOCC2)c1"
"NCGC00494653-01","Activity-cherrypicks","null",4.000,2.955,"O=C(OCc1ccccc1)[C@]1N(C)C(=O)c2ncccc2[C@@]1CC#N"
"NCGC00472760-01","Activity-cherrypicks","null",4.000,1.037,"O=C(N[C@]1[C@@](C(=O)NCc2cc(OC)cc(OC)c2)CCC1)c1cnc(OC)cc1"
"NCGC00424603-01","Activity-cherrypicks","null",4.000,-11.931,"S(CC[C@]1C(=O)Nc2c(C(=O)N1)cc(NC(=O)c1cc3n(C)ccc3cc1)cc2)C"
"NCGC00473522-01","Activity-cherrypicks","null",4.000,6.258,"Brc1ccc(CN2C(C)=C(C(=O)OC)C(c3c(Cl)cccc3)CC2=O)cc1"
"NCGC00474100-01","Activity-cherrypicks","14.478037",-2.200,-48.336,"Fc1cc(C2C(C(=O)OC)=C(CC)N=C3SC=C(CC(=O)NCc4occc4)N23)ccc1"
"NCGC00473476-01","Activity-cherrypicks","null",4.000,1.707,"Clc1ccc(N2C(=O)CSC32CCN(C(=O)c2cc([N+](=O)[O-])c(C)cc2)CC3)cc1"
"NCGC00426316-01","Activity-cherrypicks","1.624462",-1.200,-59.969,"Brc1cc(C(=O)Nc2cc3c(N4CCCCC4)ncnc3cc2)cnc1"
"NCGC00472672-01","Activity-cherrypicks","2.574599",-1.100,-87.408,"O=C(N[C@]1[C@@](C(=O)NCc2oc(C)cc2)CCC1)c1ccc(OC)cc1"
"NCGC00473529-01","Activity-cherrypicks","null",4.000,7.370,"O=[N+]([O-])c1ccc(N2CCN(C(=O)CC(c3c4c(n(C)c3)cccc4)c3ccc(C)cc3)CC2)cc1"
"NCGC00375980-01","Activity-cherrypicks","null",4.000,-0.785,"Brc1ccc(S(=O)(=O)c2nnn-3c2N=C(NCc2ccc(F)cc2)c2c-3cccc2)cc1"
"NCGC00475003-01","Activity-cherrypicks","null",4.000,3.356,"Clc1c(C2C(C(=O)OCC=C)=C(C)N(Cc3cc(F)c(F)cc3)C(=O)C2)cccc1"
"NCGC00432702-01","Activity-cherrypicks","22.946142",-3.000,-33.353,"O=C(O)Cc1n[nH]c(C2CCN(C(=O)c3[nH]nc(-c4oc(C)cc4)c3)CC2)c1"
"NCGC00426956-01","Activity-cherrypicks","3.241229",-1.200,-61.964,"O=C(NCc1oc(C)cc1)c1ccc(-c2cnc(N3CCCCC3)cc2)cc1"
"NCGC00427592-01","Activity-cherrypicks","16.244624",-2.400,-23.800,"O=C(Nc1cc(OC)cc(OC)c1)Nc1cc(-c2nnc(N3CCOCC3)cc2)ccc1"
"NCGC00472843-01","Activity-cherrypicks","18.226768",-2.400,-69.787,"O=C(N[C@]1[C@@](C(=O)NCc2oc(C)cc2)CCC1)c1ccncc1"
"NCGC00494319-01","Activity-cherrypicks","null",4.000,1.142,"O=C(N1[C@](C(=O)O)C[C@@]2c3c1cccc3C(=O)N(CC=C)C2)c1ccc(C)cc1"
"NCGC00424030-01","Activity-cherrypicks","null",4.000,-15.180,"Brc1oc(C(=O)NC2c3[nH]c4c(c3CCC2)cc(F)cc4)cc1"
"NCGC00449715-01","Activity-cherrypicks","null",4.000,0.194,"O(CC)c1ccc(C2OCc3c(-c4onc(-c5cscc5)n4)nnn3C2)cc1"
"NCGC00469372-01","Activity-cherrypicks","null",4.000,0.118,"Clc1ccc(N2CCN(C(=O)CCc3cc(N(CC)CC)ncc3)CC2)cc1"
"NCGC00458794-01","Activity-cherrypicks","null",4.000,-15.674,"Fc1ccc(-c2nc3c(cn2)[C@@]2N(C(=O)c4occc4)[C@](C3)CC2)cc1"
"NCGC00473473-01","Activity-cherrypicks","null",4.000,-3.830,"Clc1c(Cl)c(C(=O)N2CCC(c3c4c(n(C)c3)cccc4)CC2)sc1Cl"
"NCGC00398028-01","Activity-cherrypicks","18.226768",-2.200,-37.453,"S(=O)(=O)(NC=1C(=O)N2C(=CC=1)[C@]1CN(C(=O)Nc3ccc(OC)cc3)C[C@@](C2)C1)c1ccc(OC)cc1"
"NCGC00480455-01","Activity-cherrypicks","null",4.000,3.630,"Clc1c(C(=O)N2Cc3c(-c4ccc(Cl)cc4)nc(-c4ccccc4)nc3CC2)cccc1"
"NCGC00429621-01","Activity-cherrypicks","18.226768",-2.200,-37.737,"O[C@]1[C@](c2c(C)ccs2)CCN(Cc2oc(-c3n[nH]cc3)cc2)C1"
"NCGC00436189-01","Activity-cherrypicks","null",4.000,-9.416,"O=C(N1CC2(C(=O)NC(=O)C2)CC1)c1[nH]nc(-c2oc(C)cc2)c1"
"NCGC00494294-01","Activity-cherrypicks","null",4.000,-0.762,"O=C(N1[C@](C(=O)NC)C[C@@]2c3c1cccc3C(=O)N(CC=C)C2)c1sc(-c2sccc2)cc1"
"NCGC00378154-01","Activity-cherrypicks","22.946142",-3.000,-44.475,"Clc1ccc(CC(=O)N2CC3(OCC2)CCN(C(=O)CCN)CC3)cc1"
"NCGC00378160-01","Activity-cherrypicks","null",4.000,-2.292,"Clc1ccc(C(=O)N2CC3(OCC2)CCN(C(=O)CN)CC3)cc1"
"NCGC00396475-01","Activity-cherrypicks","null",4.000,5.096,"FC(F)(F)Oc1ccc(NC(=O)N[C@]2[C@@](O)[C@](O)CC(C(=O)N[C@](C(=O)N)Cc3ccc(O)cc3)=C2)cc1"
"NCGC00439732-01","Activity-cherrypicks","20.45077",-3.000,-30.491,"O=C(Cc1c(C)[nH]c2c(C)ccc(C)c12)N1CC(O)c2c(cccc2)C1"
"NCGC00397149-01","Activity-cherrypicks","12.903564",-2.200,-77.975,"O(C)c1c2c(c(CN3CC4(C(=O)N(Cc5oc(C)cc5)C(=O)[C@]5N4C[C@](O)C5)C3)cc1)cccc2"
"NCGC00496498-01","Activity-cherrypicks","9.135024",-2.200,-72.325,"O=C(NCc1oc(C)cc1)C1n2c(-c3ccccc3)nnc2CCCC1"
"NCGC00399924-01","Activity-cherrypicks","null",4.000,-2.100,"FC(F)(F)c1ccc([C@]2N3[C@](C(=O)OC)Cc4c5c([nH]c4[C@]3C[C@@](NCCOC)C2)cccc5)cc1"
"NCGC00473948-01","Activity-cherrypicks","16.244624",-2.200,-36.146,"Fc1c(-n2c(C)cc(C=3C(=O)N4C(CC(=O)NCc5occc5)=CSC4=NC=3C)n2)cccc1"
"NCGC00434007-01","Activity-cherrypicks","18.226768",-2.200,-42.768,"O=C(NCc1occc1)CCNc1c(-c2ccc(C)cc2)nc2n1C=CN=C2"
"NCGC00494320-01","Activity-cherrypicks","null",4.000,0.956,"Fc1ccc(C(=O)N2[C@](C(=O)O)C[C@@]3c4c2cccc4C(=O)N(CC=C)C3)cc1"
"NCGC00473644-01","Activity-cherrypicks","null",4.000,-5.573,"Clc1c(NC(=O)N2Cc3c4c(n(C)c3CC2)cccc4)ccc(Cl)c1"
"NCGC00426268-01","Activity-cherrypicks","9.135024",-2.100,-81.672,"Brc1c(C(=O)Nc2cc3c(N4CCCCC4)ncnc3cc2)cccc1"
"NCGC00438533-01","Activity-cherrypicks","null",4.000,-16.592,"O=C(N[C@]1[C@](O)CN(Cc2oc(-c3n[nH]cc3)cc2)CC1)c1nccnc1"
"NCGC00397932-01","Activity-cherrypicks","11.500313",-2.100,-93.603,"S=C(O[C@]1[C@]2OC[C@](n3c(SCc4occc4)nnn3)[C@]2OC1)Nc1cc(C#N)ccc1"
"NCGC00398174-01","Activity-cherrypicks","null",4.000,4.608,"O=C(O[C@]1[C@](O)[C@](NC(=O)c2ccc(OC)cc2)C=C(C(=O)N[C@](C(=O)N)Cc2ccc(OC)cc2)C1)NCC=C"
"NCGC00469341-01","Activity-cherrypicks","null",4.000,-7.686,"Clc1cc(N2CCN(C(=O)CCc3cc(N4CCCC4)ncc3)CC2)ccc1"
"NCGC00474314-01","Activity-cherrypicks","20.45077",-2.200,-37.862,"Fc1c(-n2c(C)cc(C=3C(=O)N4C(CC(=O)NCc5occc5)=CSC4=NC=3C)n2)cc(F)cc1"
"NCGC00472444-01","Activity-cherrypicks","null",4.000,-16.199,"O=C(NCc1oc(C)cc1)C1N(C(C)C)C(=O)C21CCCC2"
"NCGC00434933-01","Activity-cherrypicks","null",4.000,-2.934,"O=C(O)C1NCCc2[nH]c(-c3c(CN)cccc3)nc12"
"NCGC00475118-01","Activity-cherrypicks","null",4.000,-16.105,"Clc1ccc(C(CC(=O)N2CCOCC2)c2c3c([nH]c2)ccc([N+](=O)[O-])c3)cc1"
"NCGC00475063-01","Activity-cherrypicks","20.45077",-2.200,-39.255,"Fc1cc(C2C(C(=O)OC)=C(C)N=C3SC=C(CC(=O)NCc4occc4)N23)ccc1"
"NCGC00399590-01","Activity-cherrypicks","20.45077",-2.400,-24.007,"O=C(Nc1cc(OC)cc(OC)c1)N[C@@]1[C@]2OC[C@](Nc3nc(-c4sccc4)ccn3)[C@]2OC1"
"NCGC00494317-01","Activity-cherrypicks","null",4.000,2.789,"O=C(C)N1[C@](C(=O)O)C[C@@]2c3c1cccc3C(=O)N(CC=C)C2"
"NCGC00440196-01","Activity-cherrypicks","12.903564",-2.100,-85.110,"Fc1cc(-n2nc(c(CN(CCO)C)c2)-c2oc(C)cc2)ccc1"
"NCGC00455775-01","Activity-cherrypicks","null",4.000,-11.908,"O=C(N1CCC2(CCN(CC3CC3)C(=O)CC2)CC1)c1cc2OCOc2cc1"
"NCGC00424994-01","Activity-cherrypicks","16.244624",-2.200,-74.678,"Clc1cc(-c2cc(O)c3OCCN(C(=O)c4nc(C)sc4)Cc3c2)ccc1"
"NCGC00458710-01","Activity-cherrypicks","null",4.000,-4.361,"O=C(CCc1c2c([nH]c1)cccc2)N1[C@]2c3c(nc(-c4ccccc4)nc3)C[C@@]1CC2"
"NCGC00473678-01","Activity-cherrypicks","18.226768",-2.200,-72.496,"Fc1cc(CN(C(=O)c2occc2)c2ccc(CC(=O)NCc3occc3)cc2)ccc1"
"NCGC00505729-01","Activity-cherrypicks","3.241229",-1.200,-49.862,"FC(F)(F)c1ccc(-c2nc3n(C)ncc3c(C(=O)NCc3oc(C)cc3)c2)cc1"
"NCGC00398062-01","Activity-cherrypicks","null",4.000,-13.008,"O=C(Nc1c(OC)cccc1)NC=1C(=O)N2C(=CC=1)[C@]1CN(C(=O)Nc3ccc(OC)cc3)C[C@@](C2)C1"
"NCGC00429554-01","Activity-cherrypicks","null",4.000,-17.651,"O=C(NCC1CC1)[C@]1[C@](CO)[C@@](O)c2c([C@]1c1cc(OC)c(OC)c(OC)c1)cc1OCOc1c2"
"NCGC00473469-01","Activity-cherrypicks","null",4.000,9.424,"Clc1c(C2C(C(=O)OC)=C(C)N(Cc3cc([N+](=O)[O-])ccc3)C(=O)C2)cccc1"
"NCGC00475602-01","Activity-cherrypicks","20.45077",-2.200,-35.440,"O=C(NCc1oc(C)cc1)C1NC(=O)c2n(ccc2)C1"
"NCGC00399336-01","Activity-cherrypicks","null",4.000,0.718,"Brc1c(NC(=O)N[C@]2[C@@](O)[C@](O)CC(C(=O)N[C@](C(=O)N)Cc3ccc(OC)cc3)=C2)cccc1"
"NCGC00437241-01","Activity-cherrypicks","null",4.000,-3.536,"N(Cc1nc(-c2sccc2)on1)c1nc(C(C)(C)C)nc2n(C)ncc12"
"NCGC00425561-01","Activity-cherrypicks","18.226768",-2.200,-74.869,"Brc1cc(C(=O)Nc2cc3ncnc(N4CCOCC4)c3cc2)ccc1"
"NCGC00464338-01","Activity-cherrypicks","null",4.000,-19.589,"O(CCc1nc(C2CNC2)on1)C"
"NCGC00431198-01","Activity-cherrypicks","5.137001",-1.100,-87.677,"Fc1ccc(-c2c(CCC(=O)NCc3oc(C)cc3)con2)cc1"
"NCGC00399947-01","Activity-cherrypicks","36.367184",-3.000,-30.052,"O=C(OC)[C@]1N2[C@](c3cc(OC)ccc3)C[C@](NCCOC)C[C@@]2c2[nH]c3c(c2C1)cccc3"
"NCGC00398868-01","Activity-cherrypicks","null",4.000,-17.667,"S(=O)(=O)(N1C[C@@]2C3=C(NC(=O)c4occc4)C=CC(=O)N3C[C@](C1)C2)c1ccc(OC)cc1"
"NCGC00449742-01","Activity-cherrypicks","null",4.000,2.746,"O(C)c1cc(C2OCc3c(-c4onc(-c5cscc5)n4)nnn3C2)ccc1"
"NCGC00445353-01","Activity-cherrypicks","null",4.000,2.674,"Fc1ccc(-c2nc(-c3n(CC(=O)NCCC4=CCCCC4)ccc3)on2)cc1"
"NCGC00494790-01","Activity-cherrypicks","5.76381",-2.100,-91.783,"Clc1noc(CCC(=O)N2Cc3n(nc(-c4oc(C)cc4)c3)CCC2)c1"
"NCGC00473860-01","Activity-cherrypicks","null",4.000,-5.401,"Clc1c(NC(=O)N2Cc3c4c([nH]c3CC2)ccc(F)c4)ccc(Cl)c1"
