"Sample ID","Mean(Activity)","PCA dimension 0","PCA dimension 1"
"NCGC00462163-01","0",0.7445450881878791,1.5229015851769243
"NCGC00090764-04","0",-1.7475357433914385,0.6461040533128593
"NCGC00438466-01","0",0.036230052915496046,0.03864575142253162
"NCGC00433919-01","0",-0.6655157922354814,-0.09492834619159476
"NCGC00442504-01","0",-0.20200556455727497,1.0281922282967066
"NCGC00181094-01","0",-1.8319171768631513,0.5538935094692385
"NCGC00386237-08","0",-0.4996257715345046,-0.14080475509184243
"NCGC00431139-01","0",-1.1221193851053068,-0.42325894951979387
"NCGC00091886-04","0",-1.090120094502422,-0.8232472137133822
"NCGC00462978-01","0",-1.1202299089535595,1.1240054477293069
"NCGC00485878-01","0",-1.351551437098885,0.6198393224808545
"NCGC00017331-18","0",-1.5469922717848852,0.19044185594378904
"NCGC00424530-01","0",0.6688882922848809,-0.12885829702531065
"NCGC00159511-04","0",-1.6177417512620027,-0.9675345307485088
"NCGC00479376-01","0",0.9943515803518216,0.2662039153317646
"NCGC00478594-01","0",-0.35705420085936157,-0.17209142701288815
"NCGC00451032-01","0",-0.31564206735928835,0.028843831150267778
"NCGC00464093-01","0",1.3049919290013554,1.3136337393872646
"NCGC00471118-01","0",1.2571377239939971,0.7155325967852806
"NCGC00263571-01","0",-0.6133498163717315,-1.2871019936877888
"NCGC00015801-12","0",-0.7958042759672551,0.5426758331628045
"NCGC00016505-06","0",-1.7219986293138867,0.2625118052045604
"NCGC00396935-01","0",-1.479480489733737,0.536255434899084
"NCGC00024714-11","0",0.23513479973158843,-0.5906606491173816
"NCGC00443770-01","0",0.7266803769692893,-0.3174582098715204
"NCGC00178714-04","0",-1.7729325580312678,1.2932725459741317
"NCGC00095121-16","0",-0.3713092688535773,0.12602378498459121
"NCGC00248275-02","0",-1.9921709482152146,1.390650380443707
"NCGC00016610-07","0",-1.5592366264356639,-0.7279330065514875
"NCGC00532257-01","0",-1.3012652408417864,-0.16942265406317744
"NCGC00182029-01","0",-0.9156228607679728,-0.5155697089852955
"NCGC00375660-01","0",0.23718467203381877,-0.2602838823218868
"NCGC00417373-01","0",-0.6383918588625935,-1.0401396160634147
"NCGC00399647-01","0",-0.8478296756625789,1.0686416475203853
"NCGC00538142-01","0",-0.8443771707628315,-0.7725189581516636
"NCGC00015898-15","0",-0.30844204918227525,0.6808340127745628
"NCGC00523634-01","0",0.8431219073792909,0.16406401908877682
"NCGC00346708-03","0",-0.38534736290172833,0.9804687533565521
"NCGC00456014-01","0",0.5454632039573696,1.9181177482774379
"NCGC00526687-01","0",0.6278144694658935,0.6055445974386854
"NCGC00504232-01","0",-0.6745989819947495,0.05202482902770223
"NCGC00435573-01","0",-0.6546782005046924,1.7490945182051747
"NCGC00426798-01","0",0.29435589260859274,0.5626265757458557
"NCGC00478303-01","0",-1.5248700841783935,-0.6786178411620643
"NCGC00377763-01","0",0.8897298081977462,-0.630237807151707
"NCGC00393846-01","0",0.9627394739814029,2.089006260599577
"NCGC00446472-01","0",-1.7603010816158118,0.01215073811074587
"NCGC00520057-01","0",-0.7877472746280243,-0.9818341498145122
"NCGC00319021-01","0",-1.665629531513888,1.383083581223532
"NCGC00386347-01","0",-1.5159904766070886,-0.9307604883760885
"NCGC00526134-01","0",-0.5204772342858153,0.6152239650313907
"NCGC00480659-01","0",0.8140456669878043,0.5098028599370057
"NCGC00016957-05","0",-1.330004469652733,-0.5120387241765163
"NCGC00016311-19","0",-1.0161064132216562,-0.5924730237069535
"NCGC00438642-01","0",1.5745333145574116,1.664957519786023
"NCGC00095987-05","0",-1.5162173627815034,0.9097802636264152
"NCGC00460495-01","0",0.05297315879439295,0.9244163739297281
"NCGC00393613-01","0",0.7403928106563537,0.9816627243548768
"NCGC00422310-01","0",-0.9215864381498036,-1.3998150995688012
"NCGC00015080-08","0",-0.870468739143616,0.12098740749991334
"NCGC00375642-01","0",0.2892359964092628,0.6324845182973083
"NCGC00448636-01","0",0.11235734123739616,-0.34042416289998095
"NCGC00375231-01","0",-0.6759043517693875,-1.1281164077657018
"NCGC00537202-01","0",0.5445060313335183,-1.14776534249566
"NCGC00432671-01","0",-0.15118080866083153,0.23170611625224746
"NCGC00375957-01","0",-1.1111563662114585,0.24920752546471164
"NCGC00181103-02","0",0.29556707918063585,0.19869060504368785
"NCGC00253658-01","0",-1.5433365395475744,-0.9555552033126535
"NCGC00421097-01","0",-0.5098598357242068,1.6582687956770765
"NCGC00182994-01","0",-0.7508582777242631,0.35062799426890123
"NCGC00015870-27","0",-1.5840171471457596,0.3033273989835795
"NCGC00384200-03","0",-1.3724632121914258,-0.8409648121806776
"NCGC00469156-01","0",-0.42685576926852953,-0.5516150275665557
"NCGC00447960-01","0",-0.39423119609790813,0.9365428218357776
"NCGC00463810-01","0",0.9370294471897093,1.4809840113139328
"NCGC00502458-01","0",0.3286801737507852,0.6871269205434569
"NCGC00434715-01","0",-0.023798228438975347,1.0881432918705876
"NCGC00500121-01","0",0.5759636096369262,-0.06763945169697308
"NCGC00167438-02","0",-0.37947224341861796,0.09699058711050633
"NCGC00520954-01","0",-0.8448499855987083,-0.5276474536076434
"NCGC00450335-01","0",-0.4976314134032096,0.7503843617907009
"NCGC00504251-01","0",-1.249918163846397,1.7844602339942364
"NCGC00167423-01","0",-0.41673522743362623,0.46956744459139377
"NCGC00475549-01","0",0.7167179937429969,2.202202653841904
"NCGC00463844-01","0",0.173322768143266,1.0638620232381246
"NCGC00015755-10","0",-1.0487932912897675,0.0590497528187526
"NCGC00162241-09","0",-1.4143988691669556,0.20864606732698016
"NCGC00253608-01","0",-0.26866468750894024,1.3713966956704595
"NCGC00520914-01","0",0.8489173158650278,1.114469935033377
"NCGC00530742-01","0",0.6212641952612606,1.9011638107425592
"NCGC00013895-08","0",-1.360309996251848,-0.4500538977856213
"NCGC00520622-01","0",0.0227802913742048,-0.03650171200097322
"NCGC00459697-01","0",0.0989785680832185,0.32375176844080716
"NCGC00477026-01","0",-0.06468987919169028,-0.178455724817213
"NCGC00517450-01","0",0.295002191894403,-0.06856336039032085
"NCGC00517228-01","0",1.154486667798681,0.09515745804931693
"NCGC00164602-03","0",-1.7964634963702968,0.19937324164701065
"NCGC00274080-01","0",-1.7674241841105518,1.158546526905446
"NCGC00393844-01","0",0.8632033666487247,2.1165596488111795
"NCGC00462113-01","0",-0.38945681651528596,0.964266022640835
"NCGC00167477-01","0",-1.1259708504152923,0.6601269810873969
"NCGC00016375-09","0",-1.3920670010232847,-0.21154938824559366
"NCGC00454490-01","0",-0.9282201998753039,-0.8316522200922529
"NCGC00537237-01","0",-1.2427787432436181,-1.6719102031636255
"NCGC00182047-03","0",-1.2721370033454318,0.06975878836721665
"NCGC00537211-01","0",-0.5835297487872375,-0.8694149773356494
"NCGC00016527-06","0",-0.8284981172104449,0.4971050901109266
"NCGC00591459-01","0",0.8069296415269044,-0.8623989954521221
"NCGC00377519-01","0",0.18869490708372702,0.6886154688412036
"NCGC00478238-01","0",-1.750507513910244,-0.8012850166307208
"NCGC00480510-01","0",-1.4641867715495516,0.23550197110450682
"NCGC00164559-03","0",-1.58997894779351,-0.8643593467592499
"NCGC00370733-05","0",-0.38623017075760735,-0.04145571151481029
"NCGC00477139-01","0",-0.6111770093047104,-1.0004159857124837
"NCGC00487811-01","0",-0.7484654911417873,-0.3782045084009784
"NCGC00529363-01","0",1.4077558316621275,1.0297414551684403
"NCGC00015680-18","0",-1.6282797544520755,-0.3440575005855907
"NCGC00397933-01","0",-0.14760934189934544,0.035851485866367654
"NCGC00274272-01","0",-1.5694365795647371,-0.4574675418210814
"NCGC00178069-05","0",-0.2815690725620073,-0.24375556844147328
"NCGC00526232-01","0",1.3649202220285395,0.7315169507690429
"NCGC00450111-01","0",-0.9763185427227176,-1.404422940538952
"NCGC00393264-01","0",0.9790059877005902,-0.28585488529470454
"NCGC00468206-01","0",0.23401549489846193,0.949565705207661
"NCGC00373946-01","0",-0.2652527388290503,-0.34685512710781213
"NCGC00016239-04","0",-1.0935596258470452,-0.012631177744957237
"NCGC00504617-01","0",-0.9895540693804615,-0.2084468429573715
"NCGC00462698-01","0",-0.1743534630220164,-0.37691004913770787
"NCGC00391055-01","0",0.574465700198261,-0.17369737399822055
"NCGC00441544-01","0",0.5526733739807999,0.7167510817473104
"NCGC00374236-01","0",-0.2041075767958385,0.6896591144497071
"NCGC00391354-01","0",-1.13819809478427,-0.39417164898412665
"NCGC00021148-08","0",-1.7091735287170184,-0.07873309011275613
"NCGC00470661-01","0",-0.8812781201212879,-0.08729796227056602
"NCGC00436277-01","0",0.10834051261775235,-0.1584248036208596
"NCGC00392354-01","0",-0.4926256587010148,-0.7988825498568028
"NCGC00464973-01","0",-0.09373540808833208,1.8222990018597294
"NCGC00443856-01","0",-0.9075478191210186,0.3473806980471828
"NCGC00094616-07","0",-1.56367023500947,-0.07287190097836797
"NCGC00370872-07","0",-1.148244208133138,-0.8751054300306702
"NCGC00015996-10","0",-1.7576924843139297,-0.011571996944115774
"NCGC00017013-05","0",-1.3277668508922054,0.041855924736306095
"NCGC00456695-01","0",0.4077172286446778,1.8785232692652354
"NCGC00421130-01","0",-1.3873843731615458,-0.48268618703001187
"NCGC00461660-01","0",0.17372079855447722,1.1709035994848715
"NCGC00179359-04","0",-0.5656585551992975,0.25398927475386457
"NCGC00262943-01","0",-0.6936646126211073,1.3384759080392106
"NCGC00431733-01","0",-0.38506174465893916,1.229993703351815
"NCGC00376192-01","0",0.589069062472984,0.7431069829097179
"NCGC00502827-01","0",-0.8954633221958327,1.777922387434061
"NCGC00478686-01","0",-0.4763487845732697,0.014873881453341791
"NCGC00477209-01","0",0.05693811783640459,-0.26517497517008604
"NCGC00520060-01","0",-0.6819795376529577,-2.0595695949436155
"NCGC00396107-01","0",0.217881335009652,1.011644366347253
"NCGC00373602-01","0",1.1685149553640528,-0.5876476373415297
"NCGC00166000-04","0",-1.8414100718390716,0.8633504909745475
"NCGC00494988-01","0",0.6383299870813541,2.264748046057149
"NCGC00526496-01","0",1.282170217656503,1.4818958235785205
"NCGC00188640-01","0",-1.4533363218889697,-0.7306265564433185
"NCGC00495030-01","0",1.0295776527850562,2.2550753770795486
"NCGC00374801-01","0",0.3305892702476692,0.800642792955774
"NCGC00091544-18","0",-1.706352779458082,1.126842174852295
"NCGC00181028-02","0",-1.7601058710676276,1.0189977728018156
"NCGC00398108-01","0",-0.679491935032471,1.0147211435801378
"NCGC00450027-01","0",-0.991637075401948,-1.396537274383655
"NCGC00094810-04","0",-1.34018315283063,-0.3012813747958837
"NCGC00444782-01","0",0.7086572221052134,2.353416323682181
"NCGC00527517-01","0",-0.3536115262373438,0.984491825523502
"NCGC00459573-01","0",0.14133103497705055,0.7442125442031138
"NCGC00094937-04","0",-1.5633362488183469,0.14314688514033308
"NCGC00458456-01","0",1.3752511679720973,1.881377562831798
"NCGC00450313-01","0",-0.5390963883968836,0.5535220156049885
"NCGC00182065-02","0",-0.6043198700812729,1.1555398850374026
"NCGC00377765-01","0",0.16420793841030043,0.7409088116479299
"NCGC00181775-02","0",-1.536166893207393,-0.19502924494961965
"NCGC00013556-15","0",-1.4532151479952273,0.022896671914602297
"NCGC00018139-07","0",-1.5702331868126598,-0.7770414557809586
"NCGC00429787-01","0",-0.6117158109670757,0.265988144156232
"NCGC00442320-01","0",-0.43652967487165084,0.0729041232220989
"NCGC00178579-04","0",-0.28195850340009543,0.42065405541577244
"NCGC00468223-01","0",-0.7894906702807327,0.32133136523365535
"NCGC00392712-01","0",0.03707363932923093,1.626028590523098
"NCGC00015656-12","0",-0.05535064719514394,0.28682421977173655
"NCGC00475700-01","0",-0.16311136542542712,0.5399652443559926
"NCGC00469177-01","0",-0.8115369354403761,-0.01809393174240926
"NCGC00394491-01","0",-1.4985653850539964,0.4681191233615965
"NCGC00476564-01","0",-0.42472900509489864,0.38599536513637994
"NCGC00091285-03","0",-2.003444364809089,1.428270234510942
"NCGC00504568-01","0",-1.4818227645979365,0.7921016784526997
"NCGC00480547-01","0",-1.0821206426004943,0.4936786388503676
"NCGC00527465-01","0",0.46435447802285224,0.7651516111521032
"NCGC00398579-01","0",-0.3752452387188087,1.1430416165659296
"NCGC00469112-01","0",-0.03521945472528707,-0.31486486349773135
"NCGC00165783-04","0",-1.3195433433663377,-0.19750597698256883
"NCGC00525085-01","0",0.7194030005484204,1.9275540940341862
"NCGC00428047-01","0",-0.05909983599452046,0.18107135381489392
"NCGC00537329-01","0",0.8858431969589492,-0.572648596392608
"NCGC00532516-01","0",-1.7486337377403345,0.9101999084130505
"NCGC00015437-17","0",-1.5860329826014943,0.30040705195276357
"NCGC00182965-05","0",0.17315965017933757,0.396531825391405
"NCGC00435287-01","0",0.5273302709484733,0.04178528552056449
"NCGC00181122-01","0",-1.606729347117251,-0.2776320866747002
"NCGC00016241-10","0",-1.184226287100198,-0.3270767145208031
"NCGC00461305-01","0",0.2977723357105665,1.0688634283652307
"NCGC00686670-01","0",-1.3637227725016996,0.20454703914607358
"NCGC00461465-01","0",0.24140435576328106,0.679804313950683
"NCGC00373749-01","0",-0.36783396432043924,-0.3563940075253007
"NCGC00439968-01","0",-0.8952323900381532,0.4970215345287355
"NCGC00511674-01","0",-0.28200004245233246,0.383129963866788
"NCGC00445463-01","0",-0.3333610431889992,-0.779608817625316
"NCGC00242597-01","0",-0.767727907576111,1.7864590590664182
"NCGC00164613-08","0",-1.1300968449058062,-0.03619115173219685
"NCGC00373916-01","0",-0.17430453788111655,0.3323056797158753
"NCGC00095191-12","0",-1.7236470167916178,0.9676199708526214
"NCGC00160502-01","0",-0.7070488309422236,-0.7409904355692811
"NCGC00432598-01","0",-0.2750065143462732,0.9257099366802639
"NCGC00532090-01","0",0.6833495093248183,0.22133212603251368
"NCGC00435499-01","0",0.5681012143250739,1.687220473148858
"NCGC00018187-09","0",-0.6141485071124141,-0.37844604217156985
"NCGC00483828-01","0",-0.8810802283399125,-0.08984641905436762
"NCGC00515488-01","0",-0.3584832636435613,0.24883768326659012
"NCGC00517654-01","0",-0.6052501159685421,-0.8200549330075773
"NCGC00496259-01","0",1.4302947054203135,0.5025257817059242
"NCGC00529226-01","0",-0.10852835543072363,-0.45586267796439306
"NCGC00424292-01","0",-0.6456241829842171,-0.3570852901427695
"NCGC00461715-01","0",0.16019874326912995,1.9843658507840476
"NCGC00477205-01","0",0.5129336429015997,0.0026168560512693966
"NCGC00528266-01","0",0.6277527205300024,0.5892668754735719
"NCGC00522014-01","0",-0.5023081932971086,-0.34249923519964265
"NCGC00376313-01","0",-0.14629427463017441,0.1707538392185059
"NCGC00434727-01","0",-0.21321301696919953,1.2869971245680427
"NCGC00494925-01","0",0.4637247995225071,0.9240193284776708
"NCGC00512615-01","0",-1.2097283049467673,0.03280716908014111
"NCGC00410615-01","0",-0.13862871933060938,-0.7333369359499942
"NCGC00461845-01","0",-0.5198001102295758,0.8197418722624674
"NCGC00517448-01","0",0.1474397598192613,0.7467495911388509
"NCGC00421586-01","0",0.14689507821589073,1.5713168945918037
"NCGC00537165-01","0",0.21165699942386565,0.1911745201583113
"NCGC00458462-01","0",1.7736674466226896,1.188731402189643
"NCGC00013724-07","0",-0.6690947232776318,0.0820447346558414
"NCGC00423910-01","0",0.18707308170224676,0.5736868336108785
"NCGC00494575-01","0",-0.7898711307723026,1.2929340780362004
"NCGC00461659-01","0",0.7337452007236366,0.11971764724748801
"NCGC00421759-01","0",-1.102321937025515,-0.42333041954589296
"NCGC00523627-01","0",0.8671180967885946,-0.1889101245796046
"NCGC00472488-01","0",-0.35529969854954413,1.1562408730423288
"NCGC00410508-01","0",0.3333458260936146,0.5769013577575486
"NCGC00492501-01","0",0.4341197784392088,0.5279296649884557
"NCGC00183003-01","0",-1.812675497346147,0.3493645688240355
"NCGC00024357-07","0",-0.48495827591270646,0.01558469096397274
"NCGC00015786-16","0",-1.5116569323042124,-0.2816278691537677
"NCGC00016991-05","0",-1.69869546817737,0.20162181067851442
"NCGC00456090-01","0",0.041372934868655474,1.411855396058736
"NCGC00480772-03","0",-1.6085086778400386,-0.7981328116410662
"NCGC00253572-01","0",-1.5110056566297927,-0.37694166710444404
"NCGC00442925-01","0",-1.3161143462477032,0.9126961276817744
"NCGC00373735-01","0",0.16728821732558447,0.5506715552457162
"NCGC00444499-01","0",0.12629448932948095,1.3459026509569536
"NCGC00425030-01","0",0.1295341974904706,0.6752373257017541
"NCGC00478317-01","0",-0.22654364291003284,0.5187767549553717
"NCGC00530050-01","0",0.8301823325701165,0.8303814073897632
"NCGC00467996-01","0",-0.34546376463045114,-0.653842821129097
"NCGC00461663-01","0",0.2669074928199674,0.8847972682508937
"NCGC00520053-01","0",-0.1309226551846816,-0.34207378424726037
"NCGC00015344-16","0",-1.3529768088200977,-0.20614290210338376
"NCGC00167509-02","0",-1.1224331170138762,0.1964279607123316
"NCGC00018291-03","0",-1.6725091106131578,0.5867323018263702
"NCGC00477162-01","0",-0.4447874062403264,-0.9802017257712792
"NCGC00479715-01","0",0.2047143001133536,-0.754535729035089
"NCGC00396567-01","0",-0.7186188540563136,-0.9874820139089628
"NCGC00167565-06","0",-0.5943117492053467,1.111205424152514
"NCGC00537228-01","0",-0.45967188554289173,-1.0039042088856238
"NCGC00016549-05","0",-1.4441894967549722,-0.18893107828583328
"NCGC00397716-01","0",-0.3255987108537661,0.007199609839766908
"NCGC00374691-01","0",1.0730959640137663,1.219539676588352
"NCGC00018167-05","0",-0.28680476698458324,0.37264802279200077
"NCGC00467370-01","0",-0.4654183945949577,0.08573915289449918
"NCGC00395958-01","0",-0.7467639673696924,0.1641098611793357
"NCGC00458247-01","0",-0.19460074241442296,0.02532585939860036
"NCGC00443493-01","0",-1.3359886533961018,-0.07189314442752416
"NCGC00274273-01","0",-1.4636406297331794,1.2858550155377837
"NCGC00015925-12","0",-0.6160221140696458,-0.8457761682899589
"NCGC00447250-01","0",-0.6862007416710384,-0.663828408135599
"NCGC00015455-10","0",-1.1302711729020996,0.15403382673983898
"NCGC00416696-01","0",-0.8296243769172422,-0.4362701054703844
"NCGC00167958-05","0",-0.7961982568809353,1.2184557609370907
"NCGC00182993-01","0",-1.0224842644030556,-0.44230971234180433
"NCGC00015277-17","0",-0.478037779470181,0.4243204968813597
"NCGC00468942-01","0",0.698516884619739,1.9182311351629178
"NCGC00479733-01","0",-0.16529006132110483,-0.20569353357076625
"NCGC00515762-01","0",0.16554821303915554,1.4369840830635772
"NCGC00013683-06","0",-1.7370093110912361,-0.6115196751066966
"NCGC00458415-01","0",0.23753175751819675,0.9306512641598679
"NCGC00438165-01","0",0.31088427193743984,1.686542302994705
"NCGC00386518-01","0",-1.7614996306505826,0.8447986686569154
"NCGC00480530-01","0",-0.41699327904376726,-1.7000008977115135
"NCGC00477081-01","0",-0.15074111297614437,-0.9913237393616319
"NCGC00459855-01","0",-0.2944789138129553,0.726911888299064
"NCGC00476631-01","0",1.7203581451139045,0.44335922895190477
"NCGC00530555-01","0",0.5605610081462841,0.5163537802028768
"NCGC00478801-01","0",-0.7610798869269441,-1.484143399875627
"NCGC00463837-01","0",0.052457515134053494,-0.1465490638246557
"NCGC00532023-01","0",-0.13893679630964353,1.5779071246618668
"NCGC00167552-01","0",0.3595698524231022,0.5595138169475897
"NCGC00486191-01","0",0.37971541174499984,-0.08672057300439491
"NCGC00167559-01","0",-1.4215661552999912,1.7102873108697916
"NCGC00182998-01","0",-1.3419429099681985,0.051461831575347
"NCGC00411952-01","0",-0.37723663477347075,-0.11942617634221135
"NCGC00530508-01","0",0.5955052037661335,0.5978578481416764
"NCGC00462768-01","0",-0.8263536960804247,-0.6071917931944142
"NCGC00478886-01","0",-0.20649618666762626,0.5442862772199775
"NCGC00515475-01","0",-0.79099871439388,0.6483228200765198
"NCGC00437917-01","0",0.7524658997061139,2.2700166308752827
"NCGC00527106-01","0",0.8161587025460691,0.2646424343970838
"NCGC00163651-02","0",-1.117928204035685,0.0507138951045052
"NCGC00162068-08","0",-0.3525509445027881,-0.0665579720830662
"NCGC00090774-08","0",-1.0660197042326265,-0.6884836769556848
"NCGC00529254-01","0",1.0500669093371662,0.6520155021482555
"NCGC00091439-07","0",-1.3729435304073925,0.05281093038829716
"NCGC00263540-04","0",-1.0059589710464838,-0.44101168061636664
"NCGC00373705-01","0",0.309340337085604,-1.4214541559100262
"NCGC00523934-01","0",-0.20980110099357738,-0.807419999261509
"NCGC00458647-01","0",0.5263215921743725,1.0027290045930957
"NCGC00018295-05","0",-1.7094645958131496,-0.6765170647971988
"NCGC00159498-03","0",-1.6207360399133541,0.6900506375304882
"NCGC00435878-01","0",-0.2692948139686549,0.7905757548247216
"NCGC00392728-01","0",0.07465855433630272,1.6718011278355285
"NCGC00462991-01","0",-0.940007406647348,0.5071970612364158
"NCGC00444575-01","0",0.7280512087385388,-0.065724853361057
"NCGC00436381-01","0",-0.5625955264399938,-1.0532119741416284
"NCGC00393542-01","0",-0.21904590962564763,-1.1421601962278853
"NCGC00167563-01","0",-1.0890624304982874,-0.9553088471700204
"NCGC00443914-01","0",-0.6778630982341173,-0.27559209225664916
"NCGC00421133-01","0",-0.5763108636676942,0.23749401229593015
"NCGC00523010-01","0",0.31405682622696685,1.8062085603684903
"NCGC00530595-01","0",1.3466809397875963,0.8333756202732431
"NCGC00439591-01","0",-0.21014772941376017,0.44428046835153245
"NCGC00163169-05","0",-0.4698448495077203,-0.09366866947887487
"NCGC00178877-03","0",-0.6561763814399583,-0.1633358317392018
"NCGC00428536-01","0",-1.3968001145679398,-1.2394469776608827
"NCGC00389572-01","0",-0.6186688895964502,0.5889549531121744
"NCGC00464008-01","0",0.315499898716329,0.6177626270186625
"NCGC00373752-01","0",-0.16551576540946247,-0.3150038924044193
"NCGC00520797-01","0",-1.115063092593968,-1.1280951465573517
"NCGC00429959-01","0",0.5242183363360469,0.8370381151313757
"NCGC00452981-01","0",1.4698836516446327,0.8126265710533341
"NCGC00461602-01","0",0.5555207429097081,1.4009183539887864
"NCGC00517401-01","0",-0.995225836829055,-1.2085787422383356
"NCGC00164583-02","0",-0.5070500555299654,1.5370875514686582
"NCGC00373764-01","0",0.056685318411297016,-0.1832202569170056
"NCGC00178803-03","0",-0.5498959689427432,0.1569993882329251
"NCGC00421809-01","0",-1.0461254831015399,-0.7309021892679071
"NCGC00463809-01","0",1.0808070427304948,0.9100626739424659
"NCGC00526240-01","0",0.2563380295525596,0.824188564225852
"NCGC00462198-01","0",-0.07913790434757156,0.37975740969931066
"NCGC00461232-01","0",0.2056077550103731,0.9942963183983278
"NCGC00179676-03","0",-1.3882415921609643,1.9742342834078979
"NCGC00480548-01","0",-1.5678721993285014,0.10482363070422
"NCGC00430505-01","0",0.43573683772113825,0.37972511714345786
"NCGC00452942-01","0",1.0496144019502187,-0.2145292577933683
"NCGC00478636-01","0",-0.16509839932332315,-0.033562264679352354
"NCGC00392115-01","0",-0.9804545172429678,-0.2450685106190551
"NCGC00178332-02","0",-1.68199827339464,-0.21637460188326924
"NCGC00183025-01","0",-1.271413315448833,0.36258080654984287
"NCGC00527140-01","0",1.0207697197579897,0.047035174536887304
"NCGC00477232-01","0",-0.7981924033270794,-0.02076490880816679
"NCGC00167498-02","0",-1.7379238160902024,0.23917828284727638
"NCGC00468630-01","0",-0.19167564446437677,0.4887778123962276
"NCGC00396543-01","0",-0.8003897186711616,-0.5095177901023289
"NCGC00395624-01","0",-0.036977155222145015,1.920963519237486
"NCGC00397572-01","0",-0.1128262983477248,0.0767560420373296
"NCGC00422961-01","0",-0.30022450250577315,0.7825949175267882
"NCGC00508639-01","0",-1.3425745181326454,-0.899138823090673
"NCGC00378968-01","0",-1.1643473142235548,0.261321079342154
"NCGC00346719-03","0",-1.0188390347521519,-0.10768452877051003
"NCGC00164578-02","0",-1.045764971824369,-0.7737872825866872
"NCGC00523688-01","0",0.6601314579485812,-0.017570829826404073
"NCGC00263617-13","0",-1.708467516717978,0.21808303349207175
"NCGC00179408-03","0",-1.7673590212171573,0.8367967987958942
"NCGC00263155-09","0",-1.2161167362112522,-0.3744102475965714
"NCGC00023945-12","0",-1.1721496784572882,0.9397471303584517
"NCGC00370823-03","0",-0.10820865743812785,0.6563600978921791
"NCGC00448748-01","0",0.3419174068360666,1.198657551562237
"NCGC00456076-01","0",0.4361823963388749,0.4731112086414616
"NCGC00426717-01","0",0.04832365843839067,1.5364516664994763
"NCGC00096081-04","0",-1.407768494878168,1.6571196743684675
"NCGC00522721-01","0",0.45137930902685697,0.6742265739564905
"NCGC00521417-01","0",-0.6307561417355897,-0.17155175523577737
"NCGC00445469-01","0",-0.2983414194162781,0.8106564431345318
"NCGC00182981-01","0",-1.1556133435755385,-0.8141695007363614
"NCGC00477103-01","0",-0.49076709887091374,-1.0087487305418714
"NCGC00023643-15","0",-1.4871943452547358,1.0930955642835165
"NCGC00373573-01","0",0.37703732395678213,0.6541233401973529
"NCGC00179332-03","0",-1.703391886114216,-0.7951708970935492
"NCGC00517645-01","0",-0.7584140162612181,-0.6699528447640952
"NCGC00443420-01","0",0.9954557503863791,0.7350210330771596
"NCGC00167524-02","0",-1.135228720680397,0.3762189622115148
"NCGC00458732-01","0",-0.6358349304470551,-1.0126585124994563
"NCGC00516997-01","0",-0.5539722238072488,-1.1322267220068798
"NCGC00394929-01","0",0.4954944868186931,-0.6638882184731782
"NCGC00393982-01","0",-1.585053362121544,0.33057700238381227
"NCGC00477111-01","0",-0.46698225843528973,-0.843648573451141
"NCGC00015716-09","0",-1.5965395698937348,-0.5599243188008285
"NCGC00452093-01","0",0.40172831701265793,0.9223694334878969
"NCGC00182979-02","0",-0.20468495732290604,-0.2729020814120291
"NCGC00160543-01","0",-1.659300938900528,1.9233588899395038
"NCGC00164553-02","0",-1.3662578007401025,0.062334414605238565
"NCGC00182063-03","0",-1.5824120868121274,0.38332853366985886
"NCGC00443034-01","0",-0.14759774796360037,1.500292455905044
"NCGC00426772-01","0",0.42869227385809006,0.42795539445851144
"NCGC00459943-01","0",-0.06698839877469623,0.9263775111491285
"NCGC00492776-01","0",0.7784007520766333,-1.0743812474632641
"NCGC00479342-01","0",0.7083800737398557,0.9293358434046058
"NCGC00179526-05","0",-1.443480198040515,-0.24867407845116235
"NCGC00091455-09","0",-1.0572554183061313,-0.32035354300835983
"NCGC00504688-01","0",-0.15590428094676825,-0.022160835244035122
"NCGC00167514-02","0",-1.4708033213568477,1.9586575835342932
"NCGC00459750-01","0",0.979745832335588,0.8952936237679114
"NCGC00477240-01","0",-0.18103445726526862,0.07985981938958232
"NCGC00379085-03","0",-1.6570355071825276,-0.3027055234767939
"NCGC00410313-01","0",0.08998156992127754,0.4842694933906944
"NCGC00448078-01","0",0.45585777194476473,1.0773079696123788
"NCGC00456565-01","0",0.47004922428944784,0.731099960570131
"NCGC00522288-01","0",-1.7740047482966386,1.1876511813157953
"NCGC00393097-01","0",-1.0157994783292195,-0.212227942918149
"NCGC00470628-01","0",0.2964589609284292,0.8696525027470977
"NCGC00510003-01","0",-1.089982777300373,-0.09676109881463821
"NCGC00443340-01","0",0.4006963913390501,1.0792390753082786
"NCGC00379210-02","0",-1.8911233585375855,0.5162356368040022
"NCGC00015854-10","0",-1.1728780667788208,-0.060318014961069956
"NCGC00468762-01","0",0.1299414103321815,-1.6885130059687639
"NCGC00430386-01","0",-0.675968760055473,0.5311286972356453
"NCGC00160485-01","0",-1.4422184748594615,-0.5862420755148032
"NCGC00526111-01","0",0.6403656798338305,1.424699640931078
"NCGC00388420-02","0",-0.8828388845541912,0.44400054288270424
"NCGC00015661-12","0",-0.2798797924012053,0.8577572385676484
"NCGC00159337-04","0",-0.6708707044205608,0.8327132401175749
"NCGC00439581-01","0",-0.2620526059171655,0.5247705568123588
"NCGC00442442-01","0",-0.29415459875702055,0.45585741342407315
