"Sample ID","Mean(Activity)","PCA dimension 0","PCA dimension 1"
"NCGC00095239-05","0",-1.8896075385145619,0.27402425847498035
"NCGC00015009-23","0",-1.3145409875899592,-0.1670504513285223
"NCGC00168747-01","0",-1.9708806925853737,0.7824429245975817
"NCGC00015100-15","0",-1.474008136948019,0.5087406253365903
"NCGC00091162-08","0",-1.397558320494029,0.07172931136790685
"NCGC00249933-01","0",-1.942368359201332,0.9979897690647066
"NCGC00043225-04","0",-1.795043906885563,1.0554223566158698
"NCGC00015043-10","0",-1.8960149951486358,1.1643578132433348
"NCGC00167421-02","0",-1.9739012994570817,0.6666962422493383
"NCGC00348378-01","0",-1.7708082243305383,0.876426553030327
"NCGC00166059-02","0",-1.7313304344425438,1.196310721120828
"NCGC00091519-09","0",-1.7923086617481356,0.4781743359395381
"NCGC00248247-02","0",-1.8235757106546928,0.9517261298487096
"NCGC00183281-03","0",-1.9280352106475847,1.2706984404886978
"NCGC00024499-06","0",-1.7649004855496502,0.8984681186260521
"NCGC00090814-07","0",-1.8234636990757318,0.35512351059202696
"NCGC00248803-03","0",-1.8545565463876446,1.1178033835152184
"NCGC00166206-04","0",-1.495771797928063,-0.18348897209026832
"NCGC00015415-05","0",-1.500467863697623,0.9109838923727316
"NCGC00483012-01","0",-1.2496725760675307,1.361473664898301
"NCGC00167422-01","0",-1.9095597894484206,0.7899713285556744
"NCGC00164253-04","0",-1.8101626592902775,1.0868169331853452
"NCGC00014602-05","0",-1.6350744642297903,1.1318718661313762
"NCGC00168783-01","0",-2.04003112681107,1.0085026060931
"NCGC00181152-02","0",-1.4643718133398052,1.0634458574686634
"NCGC00181037-03","0",-1.938510353786201,0.7387655900442036
"NCGC00091056-05","0",-1.5815524510238512,-0.27245890108331594
"NCGC00091534-02","0",-1.6729328648201904,-0.02641739973915052
"NCGC00015646-05","0",-1.4284136953990787,0.27314200924528864
"NCGC00160508-03","0",-1.5744674112946415,1.111365967213283
"NCGC00091695-03","0",-1.9900226439753599,0.8198462277744178
"NCGC00015496-08","0",-1.8817759249377228,1.0727946933884651
"NCGC00091865-02","0",-1.5782165761811675,-0.48843952500963195
"NCGC00163798-06","0",-1.9561587146066413,1.0298718951597718
"NCGC00167480-02","0",-1.1734541457282661,1.2695980265328368
"NCGC00091149-21","0",-1.6620649440650572,1.2687102139764213
"NCGC00094960-06","0",-1.536260057142137,-0.18533036918783663
"NCGC00249901-01","0",-1.403092913050034,0.8555038917597406
"NCGC00016564-06","0",-2.0559698594329863,0.9540416286702125
"NCGC00166037-04","0",-1.930642244892643,1.0427673905112849
"NCGC00013565-03","0",-1.8001544110303105,1.0835062313650345
"NCGC00091400-02","0",-2.02399463753946,0.9248502668891008
"NCGC00024501-04","0",-1.7974671458588098,1.1142229866185922
"NCGC00093936-08","0",-1.7648236901210446,1.1074888282860864
"NCGC00016306-08","0",-1.4895617246648294,1.10859583050056
"NCGC00015142-02","0",-1.3529667290898897,-0.227281943794573
"NCGC00091398-01","0",-1.6108801968494635,-0.1545967403011877
"NCGC00182080-04","0",-1.6626844456451115,1.3838749417867318
"NCGC00094721-07","0",-1.380331201660401,0.641349821822012
"NCGC00159377-04","0",-1.8601170561684701,0.5390305108384503
"NCGC00091687-01","0",-1.1184995802122146,-0.08785678254731452
"NCGC00165862-02","0",-1.956747116139323,0.997291593567909
"NCGC00091737-05","0",-1.687969835713723,1.1088038110084641
"NCGC00090955-06","0",-0.5773185595413494,1.5003085726771737
"NCGC00178086-03","0",-1.864209185644497,1.1264311950996853
"NCGC00274084-01","0",-2.005676429845166,1.1824884124983661
"NCGC00094779-05","0",-1.7352847055998508,-0.16241987553724985
"NCGC00016383-05","0",-1.4340137641425772,1.250706418436401
"NCGC00181030-02","0",-1.5207215179969436,0.35916497267602593
"NCGC00091390-04","0",-1.8730385966026575,0.040781053565349314
"NCGC00094614-06","0",-1.84217411329615,0.6617599411726915
"NCGC00159366-02","0",-1.6690437497142605,-0.030627719911821713
"NCGC00166236-02","0",-1.050060756529652,0.6639310816445565
"NCGC00506887-01","0",-1.8019136508476667,1.0659467362596442
"NCGC00095166-04","0",-1.6477321085671979,0.57153503710429
"NCGC00091051-04","0",-1.1947037548383492,0.4873139777869238
"NCGC00022304-21","0",-1.7454497337797827,0.9315312652279413
"NCGC00160355-01","0",-1.6825293638350742,1.1357974384322014
"NCGC00014993-12","0",-1.758680634470865,1.1690098904313824
"NCGC00389454-01","0",-0.6501848381077664,1.439506546060285
"NCGC00090905-12","0",-1.789556860223701,1.1060006179086634
"NCGC00164076-03","0",-1.7295995780350437,0.9190880907905421
"NCGC00164361-03","0",-1.755900357878106,1.1738326394838638
"NCGC00181041-01","0",-1.3934599776368224,0.6520260831391016
"NCGC00016285-05","0",-1.7625397387874897,0.4821959959127096
"NCGC00164534-02","0",-1.3686393411335347,0.6274858636698102
"NCGC00013082-04","0",-1.7029887315452357,0.8191526582978566
"NCGC00090827-07","0",-1.7886227301717654,-0.3054779791265485
"NCGC00018237-09","0",-1.9075480700749279,0.782368875079781
"NCGC00015389-14","0",-1.7324665849925074,0.2085117668564439
"NCGC00014017-03","0",-0.6613697779017181,1.1677492462805512
"NCGC00091066-01","0",-1.84141235716068,1.0941448903545998
"NCGC00344523-01","0",-1.8753948210835256,1.0373609263127666
"NCGC00166022-02","0",-1.2774052241396325,-0.2800625632714776
"NCGC00090787-08","0",-1.2154044296108597,-0.2530900979357772
"NCGC00159388-05","0",-1.8746429793392956,1.0843044391965568
"NCGC00159491-04","0",-1.5031732906003052,1.728233204023576
"NCGC00091351-01","0",-1.5692101003633807,-0.14256395754299578
"NCGC00091666-04","0",-0.9071538342210962,1.8038777175591392
"NCGC00166215-05","0",-1.5029149034385225,-0.5170106240698882
"NCGC00159447-01","0",-1.1124942614370443,-0.023030119884440835
"NCGC00016000-28","0",-1.8296979392278279,1.1199747190981666
"NCGC00183365-02","0",-1.7310059854754853,1.1580331433731816
"NCGC00178864-03","0",-1.9927733743610423,0.987780558251484
"NCGC00090964-04","0",-1.9725339234739006,0.8194748756460981
"NCGC00091326-06","0",-1.441756776304387,-0.20303812206519914
"NCGC00248146-03","0",-1.2470351531001864,0.6084591551255658
"NCGC00091125-07","0",-1.222178634102269,0.6727986146725069
"NCGC00015323-11","0",-1.8748400219735049,1.0784467607595096
"NCGC00015848-09","0",-1.4398805603526814,-0.2634436393848841
"NCGC00263467-03","0",-0.6245717499325995,1.60136873479775
"NCGC00090997-11","0",-1.8835800279306885,0.9710019833052306
"NCGC00018123-07","0",-1.7865304506697814,1.0947830992851226
"NCGC00510442-01","0",-1.1836063097974265,-0.17991373289959414
"NCGC00091575-03","0",-1.6527472830296843,1.2975693658292955
"NCGC00091414-07","0",-1.5084492667845992,0.0662055120859757
"NCGC00015092-10","0",-1.8597546755620185,1.1872601337601068
"NCGC00166006-02","0",-1.4279790461545538,1.02760923275117
"NCGC00015237-07","0",-1.7166145482294517,1.025070705747815
"NCGC00159477-05","0",-1.3634702448190144,-0.45424438388655075
"NCGC00166217-02","0",-1.4239766318973242,0.9113262005306966
"NCGC00093366-05","0",-1.6912454048990497,0.5584040314082277
"NCGC00090991-02","0",-1.5905080587263745,-0.5252228333512906
"NCGC00160611-03","0",-0.7192644779597004,1.5572606734332919
"NCGC00386265-01","0",-1.542332951691958,1.1167341496273655
"NCGC00091338-06","0",-1.721737484281548,0.27799344052908015
"NCGC00181044-04","0",-1.8197499489947562,1.1829540267436047
"NCGC00263517-03","0",-0.9612409236909639,2.121307500104691
"NCGC00015442-15","0",-1.5708040649192858,0.48806461602629087
"NCGC00015418-09","0",-1.6580387656891014,1.5088447770423963
"NCGC00090730-03","0",-1.5306549155661986,1.6602775300729475
"NCGC00015703-06","0",-0.9485748294191679,1.4390244922428392
"NCGC00482529-01","0",-1.4104411439016862,0.7552284813572254
"NCGC00482578-01","0",-1.7737378640293733,1.2384259327162066
"NCGC00094646-04","0",-1.4980007137916198,-0.41281143649086016
"NCGC00160620-02","0",-1.8329625347182212,1.211054122461842
"NCGC00018107-05","0",-1.0167305011645766,-0.10042675928844567
"NCGC00016288-06","0",-1.6221326816259372,1.4866784731874059
"NCGC00178874-03","0",-1.7757639281532052,1.2043564511351073
"NCGC00166061-02","0",-1.7960142497449387,1.2525416154433993
"NCGC00165993-02","0",-0.4865269406855838,-0.7246711669215242
"NCGC00274057-01","0",-1.6224440750887295,-0.21103958191519107
"NCGC00159422-04","0",-1.855919738395472,0.9282589596692614
"NCGC00253596-01","0",-1.7571921058611224,1.0824821547351455
"NCGC00188440-01","0",-1.9735186625802654,1.2234410329611296
"NCGC00015705-07","0",-1.2742634233094239,1.6272382375442815
"NCGC00160445-02","0",-1.8515510081612447,1.1288348823461232
"NCGC00090730-05","0",-0.7748101417067781,1.892291032050463
"NCGC00165972-02","0",-1.7814193548629393,-0.13171901357683125
"NCGC00160621-08","0",-2.0904858122743892,0.987080180594891
"NCGC00015833-15","0",-0.49602835942528845,0.0551134572648875
"NCGC00015045-09","0",-1.755815894614844,1.1064137593738663
"NCGC00016087-11","0",-1.9123689363886223,1.1884704586475177
"NCGC00016268-08","0",-0.27350905840825124,-0.7783690620867076
"NCGC00159414-01","0",-1.04568224630259,2.010857405105069
"NCGC00166296-02","0",-1.81969203954981,1.1469609609380502
"NCGC00016361-20","0",-1.6857014202659186,0.49357191739699086
"NCGC00346705-02","0",-1.4213991970334527,-0.5749214266428124
"NCGC00181153-01","0",-1.9645128160791476,1.1711296883286395
"NCGC00167557-01","0",-1.725381856612152,1.2233390284314822
"NCGC00181337-03","0",-1.77232175398248,0.07925602511866796
"NCGC00263559-01","0",-1.5913575678670207,1.0409432596512198
"NCGC00015034-21","0",-1.3729067753200472,-0.1228242139714051
"NCGC00016569-09","0",-0.6772647655233691,1.7450233526425007
"NCGC00166113-04","0",-1.4657917296441296,-0.519163851652451
"NCGC00510944-01","0",-0.856136000364588,1.6218027701722106
"NCGC00017041-05","0",-1.720428258024189,0.39431786737196173
"NCGC00091512-04","0",-1.5320663485165236,-0.2499516939423541
"NCGC00015513-11","0",-1.4423498385490416,0.22906556911133513
"NCGC00015245-10","0",-1.7659895970036825,1.0775025421159379
"NCGC00090731-08","0",-1.5434736145540726,-0.8008140223469626
"NCGC00016244-15","0",-1.0462942628226817,-0.280813472133692
"NCGC00016403-06","0",-1.7489158550708699,0.16397873877484248
"NCGC00091612-09","0",-1.9480281361441723,1.2323521264514772
"NCGC00015316-05","0",-1.842246013576375,1.0256120386801575
"NCGC00183600-04","0",-1.4966861467400805,1.104138654028157
"NCGC00090957-05","0",-1.9132323663560196,1.3067072496789387
"NCGC00090714-01","0",-1.6737074380898527,0.2248453703490555
"NCGC00016599-04","0",-1.4133084935937041,0.2445611969300831
"NCGC00393990-01","0",-1.8318295529767816,1.316060655649085
"NCGC00018251-05","0",-1.9576879075559204,1.0671382995447838
"NCGC00181011-02","0",-1.715960688781371,0.6173731676019771
"NCGC00451821-01","0",-1.4106738179842755,0.3564676221320753
"NCGC00095606-02","0",-1.5656645005744136,1.579899291781957
"NCGC00017325-06","0",-1.8272331914232027,0.6974786004030038
"NCGC00166125-02","0",-2.1306547916377485,0.8346045018881454
"NCGC00532496-01","0",-1.788589412549783,0.45617957685530836
"NCGC00091151-04","0",-1.2934975452792599,-0.617530191169523
"NCGC00091595-07","0",-1.667810365953367,-0.5300238987709038
"NCGC00159376-04","0",-1.701776056041021,0.33393675036707016
"NCGC00159373-04","0",-1.7674711273760608,0.4352271566247167
"NCGC00016322-13","0",-1.6177206305975012,0.5044282039013233
"NCGC00181040-02","0",-0.7947541504198842,1.634267343603085
"NCGC00160594-03","0",-1.7767161814857921,1.1097579668506936
"NCGC00165719-15","0",-1.799391413819747,1.1591575660134463
"NCGC00166097-02","0",-1.6090163628795662,-0.2571455164507332
"NCGC00188943-03","0",-0.9390041564551462,0.3265335411285297
"NCGC00015760-12","0",-1.7868718346109356,0.28159138321186306
"NCGC00015383-07","0",-1.6750887591445631,0.9440587566016481
"NCGC00018097-06","0",-1.6271831686224236,0.5931844830367257
"NCGC00015830-08","0",-1.6841542448761349,-0.6968911203624586
"NCGC00167539-03","0",-1.131546268286023,-0.36632279966329734
"NCGC00091517-06","0",-1.732264700128542,0.41040519323470753
"NCGC00165979-06","0",-1.2944758372644682,-0.0483181500194351
"NCGC00181355-02","0",-1.8718467685939557,1.1080843226006414
"NCGC00248905-02","0",-1.7060726084142688,1.4174602326010772
"NCGC00181154-03","0",-1.6999119498418103,0.6314689609975528
"NCGC00183271-01","0",-1.6258974946227682,0.9638386138226782
"NCGC00178433-02","0",-2.0304300631003747,0.3230434454577795
"NCGC00013095-10","0",-1.774201275515078,1.350133361706817
"NCGC00182985-01","0",-1.9105994096931889,1.1106274832709926
"NCGC00182042-04","0",-0.8193313191681678,1.6650098080501965
"NCGC00018153-10","0",-1.718087829430033,0.42547623047434596
"NCGC00095048-06","0",-0.25906378990961465,1.531393078337832
"NCGC00091106-05","0",-1.6186235715121817,-0.13578741262001126
"NCGC00024842-05","0",-1.4193915504133778,0.21380314399773193
"NCGC00178692-04","0",-1.6121565340086765,-0.23885634514360118
"NCGC00094854-07","0",-0.9950527500999783,1.467359224653356
"NCGC00344522-01","0",-1.9111539293716837,0.7683491234282813
"NCGC00090749-12","0",-1.8170150342744524,0.42435130549877026
"NCGC00090548-04","0",-1.4005213544389272,0.6656752156666033
"NCGC00015466-11","0",-1.3371836445181307,1.6914508604215595
"NCGC00091146-08","0",-1.4614481100279133,-0.1907096669176581
"NCGC00453040-01","0",-0.5617998305276737,1.7002682033989687
"NCGC00163338-03","0",-1.2074522668792183,-0.371117301662925
"NCGC00160614-01","0",-1.8226270379261207,1.1179255777763502
"NCGC00463817-01","0",-1.0451514900897032,1.711579604011126
"NCGC00167462-03","0",-1.8291504471708244,1.1452164367850037
"NCGC00159368-05","0",-1.9997658064671515,1.2551973349219698
"NCGC00025212-08","0",-0.877756893493903,1.7804192219029948
"NCGC00523594-01","0",-0.7790137401937087,0.8609241066353481
"NCGC00247606-02","0",-1.7165794477325793,0.5304564597474439
"NCGC00091641-12","0",-1.3797911019921747,0.16341496532368813
"NCGC00015821-10","0",-0.4969751407090821,1.5790081850784843
"NCGC00164375-03","0",-1.6546443094716288,-0.5868292175014782
"NCGC00091399-01","0",-1.213691144570733,-0.7304034452042094
"NCGC00091325-09","0",-1.7965154967747918,0.11768734045538422
"NCGC00159380-05","0",-1.320007313897448,-0.43003468815689017
"NCGC00090698-06","0",-1.5851033827063254,-0.5398360484498399
"NCGC00094817-05","0",-1.7866747159399061,0.8379122782740109
"NCGC00090820-03","0",-1.2001446736952968,0.3583265525960499
"NCGC00015360-08","0",-1.6459913247831126,1.047459173302008
"NCGC00094818-09","0",-1.8279081855419137,0.4662818949061059
"NCGC00091493-09","0",-1.7627810197888252,-0.05842467068617269
"NCGC00016570-06","0",-1.630544682842468,-0.5953184086172238
"NCGC00094736-05","0",-1.6545296747338956,0.7577405061184213
"NCGC00015519-11","0",-1.8637490463840902,0.1878760772580757
"NCGC00164431-01","0",-0.858629633651724,1.452576586288143
"NCGC00095649-07","0",-1.4076854266302685,0.15242482500810026
"NCGC00094857-05","0",-1.316758044704639,-0.9142301946175604
"NCGC00163742-05","0",-0.7941416668617806,1.5708530066282973
"NCGC00091071-08","0",-1.777685260268158,-0.006509445249368372
"NCGC00166226-02","0",-1.186113350149763,0.3237923138210951
"NCGC00496851-01","0",-1.1854670655460011,1.3245330883760629
"NCGC00090974-06","0",-1.5417067394018744,0.06141626514131939
